acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,ori_x,ori_y,ori_z,ori_w,orie_x,orie_y,orie_z
0.283203,0.0195312,0.964355,2.1875,-2.625,-1.0625,-0.0228271,-0.139648,-0.252869,0.957092,0.0280461,-0.282604,-0.520591
0.278809,0.0351562,0.966309,-2.1875,-2,1.375,-0.0231934,-0.139893,-0.252686,0.957092,0.0273965,-0.283275,-0.520146
0.275391,0.0302734,0.963379,-1.3125,-4,0.5,-0.0235596,-0.140442,-0.252625,0.957031,0.0269504,-0.284542,-0.520024
0.282715,0.03125,0.969727,-1.625,-3.75,0.1875,-0.0239258,-0.140991,-0.252625,0.956909,0.026525,-0.285795,-0.520012
0.274902,0.0322266,0.97168,-1.625,-1.1875,1.375,-0.0241089,-0.140991,-0.252441,0.95697,0.0261035,-0.2859,-0.51958
0.272949,0.043457,0.952637,-0.125,-1.0625,-1.1875,-0.0239258,-0.141174,-0.252625,0.956909,0.0266243,-0.28616,-0.520057
0.273926,0.0454102,0.962402,1.0625,-2.0625,-2.5625,-0.0234985,-0.141479,-0.253052,0.956726,0.0277757,-0.286511,-0.521123
0.268555,0.0415039,0.96582,-1.8125,-3,-1.25,-0.0236816,-0.141785,-0.253357,0.956604,0.0276732,-0.287195,-0.521785
0.274902,0.0322266,0.954102,-2.5,-3.375,-2.4375,-0.0241089,-0.142151,-0.253784,0.956421,0.0271575,-0.288119,-0.522648
0.284668,0.0322266,0.958984,-1.75,-2.5,-2.25,-0.024353,-0.142517,-0.254211,0.956238,0.0270072,-0.288946,-0.523558
0.271484,0.0205078,0.95752,-0.75,-1.75,-2.1875,-0.0245361,-0.142639,-0.254578,0.956116,0.0268244,-0.289269,-0.524313
0.286133,0.0449219,0.956055,-1.3125,-3.875,-3.1875,-0.0245972,-0.143311,-0.255188,0.955872,0.0272653,-0.2906,-0.525735
0.282715,0.027832,0.961914,0.25,-3.75,-2.1875,-0.0246582,-0.14386,-0.255493,0.955688,0.0275463,-0.291689,-0.526466
0.286133,0.0405273,0.95752,0.5,-4.375,-3.1875,-0.0244751,-0.144653,-0.256042,0.955444,0.0285262,-0.29313,-0.527849
0.293457,0.0419922,0.967773,-0.6875,-3.4375,-1.8125,-0.0245361,-0.145264,-0.256348,0.955261,0.0288435,-0.294341,-0.528599
0.287598,0.046875,0.962891,-0.9375,-3.9375,-2,-0.0245972,-0.145874,-0.256714,0.955078,0.0291806,-0.295555,-0.529488
0.295898,0.0390625,0.956543,-0.0625,-3.25,-3.125,-0.0245361,-0.146484,-0.257263,0.954834,0.0298215,-0.296695,-0.530797
0.291992,0.0385742,0.956055,-0.0625,0.25,-3.1875,-0.024353,-0.146484,-0.257751,0.954712,0.0303421,-0.296584,-0.531896
0.290527,0.0419922,0.938965,-0.625,-3.4375,-2.5,-0.024353,-0.147095,-0.25824,0.954468,0.0308451,-0.297752,-0.533054
0.287109,0.0263672,0.948242,0.125,-5.4375,-3.3125,-0.0245361,-0.147949,-0.258728,0.954224,0.0311216,-0.299507,-0.53423
0.296387,0.0253906,0.95166,-0.5625,-5.5,-1.375,-0.0249023,-0.148865,-0.258911,0.954041,0.0309714,-0.301488,-0.534712
0.291504,0.0336914,0.962891,-0.3125,-4.6875,-0.4375,-0.0250854,-0.149536,-0.259033,0.953857,0.0310311,-0.302878,-0.535038
0.291992,0.0400391,0.967285,-0.9375,-5.0625,-2.0625,-0.0252075,-0.150208,-0.259399,0.953674,0.0312899,-0.304248,-0.535937
0.29541,0.0483398,0.961914,1.4375,-3.3125,-3.875,-0.0247803,-0.150818,-0.26001,0.95343,0.032692,-0.30519,-0.537497
0.290527,0.0405273,0.966309,0.25,-3.375,-4.1875,-0.0246582,-0.151306,-0.260681,0.953186,0.0334374,-0.306057,-0.539081
0.293457,0.0424805,0.955566,-0.625,-3.5,-4.5,-0.0246582,-0.151794,-0.261475,0.952881,0.033983,-0.306978,-0.540883
0.289062,0.0527344,0.952148,-0.125,-3.875,-4.1875,-0.0244751,-0.152344,-0.262207,0.952576,0.0349112,-0.307916,-0.542615
0.293945,0.0458984,0.953125,-0.4375,-4.8125,-5.8125,-0.0244141,-0.153076,-0.263184,0.952209,0.0357848,-0.309279,-0.544898
0.304199,0.0415039,0.947266,-0.8125,-6.125,-6.125,-0.0245972,-0.154114,-0.26416,0.951721,0.036358,-0.311348,-0.547149
0.304688,0.0317383,0.955078,-0.375,-5.1875,-4.6875,-0.0247803,-0.154907,-0.264954,0.951416,0.0367257,-0.312978,-0.549001
0.307617,0.0439453,0.955078,0.3125,-5.0625,-4.9375,-0.0247192,-0.155762,-0.265747,0.95105,0.0376227,-0.314575,-0.550913
0.307617,0.0527344,0.954102,-0.25,-6.1875,-4,-0.0247192,-0.156799,-0.266418,0.950684,0.0384687,-0.316565,-0.552588
0.308594,0.0458984,0.947266,-1.6875,-8.125,-4,-0.0251465,-0.158081,-0.26709,0.950256,0.0386129,-0.319264,-0.554192
0.321777,0.0400391,0.951172,-2.5625,-7.6875,-3.5,-0.0258179,-0.159302,-0.2677,0.94989,0.0382148,-0.321997,-0.555601
0.320312,0.0493164,0.949219,-0.625,-5.3125,-4.125,-0.0258789,-0.160217,-0.268433,0.949524,0.0389004,-0.323781,-0.557375
0.317383,0.0458984,0.94043,0.375,-5.9375,-5.75,-0.0258179,-0.161255,-0.269348,0.949097,0.039972,-0.32573,-0.559618
0.327148,0.0463867,0.948242,-1.5625,-5.625,-2.375,-0.0261841,-0.162231,-0.269775,0.948792,0.039985,-0.327815,-0.560657
0.327148,0.0380859,0.945312,-0.75,-6.25,-1.625,-0.0265503,-0.163269,-0.27002,0.948547,0.0399704,-0.330034,-0.561326
0.324219,0.0478516,0.945312,-2.125,-6.1875,0.5,-0.0270996,-0.164185,-0.269958,0.948364,0.0394087,-0.332117,-0.561229
0.327148,0.043457,0.954102,-1.375,-5.875,0.5625,-0.0275269,-0.1651,-0.269897,0.948242,0.0390873,-0.334152,-0.561198
0.327148,0.0429688,0.948242,-1.625,-6.125,-0.125,-0.0279541,-0.166016,-0.269958,0.947998,0.0388157,-0.336153,-0.56139
0.328125,0.0419922,0.942383,-2.5,-6.5625,0.375,-0.0286255,-0.166931,-0.269958,0.947876,0.0380265,-0.338333,-0.561428
0.333008,0.0493164,0.949219,-1.75,-7,1.5625,-0.0291138,-0.16803,-0.269714,0.947693,0.0376302,-0.340742,-0.560987
0.333984,0.0429688,0.944824,-0.5625,-5.1875,2.5,-0.0294189,-0.168823,-0.269287,0.947693,0.0373404,-0.342486,-0.560166
0.335938,0.0400391,0.93457,-1.875,-8.1875,0.375,-0.0300293,-0.170105,-0.269287,0.947449,0.0368978,-0.345327,-0.560284
0.348633,0.034668,0.950195,-1.125,-6.6875,0.1875,-0.0305786,-0.171204,-0.269226,0.947205,0.0364461,-0.347762,-0.560219
0.346191,0.0322266,0.947754,-2.375,-4.375,1,-0.031189,-0.171814,-0.269104,0.947144,0.0355444,-0.349312,-0.559921
0.335449,0.0566406,0.944824,-1.4375,-2.0625,0.375,-0.03125,-0.172058,-0.269104,0.947083,0.0355719,-0.349817,-0.559953
0.34668,0.0454102,0.929199,-2.4375,-4.3125,-0.375,-0.0316772,-0.172729,-0.269226,0.946899,0.035172,-0.351356,-0.560238
0.341309,0.0405273,0.938477,-0.0625,-5,0.5,-0.0318604,-0.173523,-0.269165,0.946777,0.0352648,-0.353013,-0.560246
0.346191,0.0405273,0.950684,-1,-4.75,-1,-0.0321045,-0.174255,-0.269348,0.946594,0.0352932,-0.354576,-0.560751
0.343262,0.0478516,0.947754,-0.5,-4.375,-0.5625,-0.0321655,-0.174927,-0.26947,0.946411,0.0356317,-0.355907,-0.561153
0.348145,0.0561523,0.945801,-0.25,-3.875,0.25,-0.0321045,-0.175537,-0.269409,0.94635,0.0361031,-0.357078,-0.561209
0.342285,0.043457,0.939453,-2.0625,-4.5,-1.6875,-0.0324707,-0.176147,-0.269775,0.946106,0.0358873,-0.358455,-0.562033
0.351074,0.0415039,0.936035,-2.75,-3.5,-2.0625,-0.0328979,-0.176575,-0.270203,0.945862,0.0354622,-0.359503,-0.562917
0.345215,0.0366211,0.932129,-1.375,-4.25,-0.8125,-0.0332642,-0.177185,-0.270325,0.94574,0.0351477,-0.36091,-0.563234
0.352051,0.0380859,0.915527,-0.5,-5.5625,-1.375,-0.0335083,-0.178162,-0.270569,0.945496,0.0353562,-0.362951,-0.563942
0.348633,0.0327148,0.934082,-1.0625,-6.1875,-0.75,-0.0339355,-0.179016,-0.270691,0.945251,0.0350763,-0.364843,-0.564266
0.355469,0.0395508,0.944824,-0.3125,-6.375,-0.25,-0.0341797,-0.179993,-0.270691,0.945068,0.0351892,-0.366891,-0.564438
0.36377,0.03125,0.949707,-2.375,-5,-0.875,-0.034729,-0.180664,-0.270874,0.944824,0.0345765,-0.368489,-0.564802
0.365723,0.0385742,0.945801,-2.125,-2.625,-0.3125,-0.0351562,-0.18103,-0.270996,0.944763,0.0339878,-0.369464,-0.565046
0.357422,0.0390625,0.936035,-0.875,-2,-1.375,-0.0352173,-0.181274,-0.27124,0.94458,0.0341215,-0.369942,-0.565592
0.360352,0.0488281,0.927734,-0.625,-2.5625,-1.0625,-0.0352173,-0.181763,-0.271484,0.944458,0.0345229,-0.370902,-0.566275
0.356934,0.0429688,0.938477,-1.125,-2.625,0.0625,-0.0353394,-0.182068,-0.271484,0.944397,0.0344668,-0.371568,-0.566313
0.36084,0.0410156,0.935059,-1.6875,-3.5625,-1.625,-0.0356445,-0.182556,-0.27179,0.944214,0.0342811,-0.372687,-0.567009
0.358398,0.0390625,0.932617,-1.375,-2.375,-0.4375,-0.0358276,-0.182861,-0.271912,0.944092,0.0341545,-0.373375,-0.567282
0.362793,0.0498047,0.928223,0,-3.0625,-1.3125,-0.0357056,-0.183411,-0.272156,0.943909,0.0348471,-0.374364,-0.568
0.361328,0.0380859,0.931641,-1.875,-3.5,-1.625,-0.0360718,-0.183838,-0.272461,0.943726,0.0345028,-0.375396,-0.568656
0.363281,0.0336914,0.927734,-0.875,-2.5,-1.1875,-0.0362549,-0.184204,-0.272705,0.943604,0.034463,-0.376217,-0.569238
0.365234,0.0419922,0.930176,-0.75,-3.25,-0.875,-0.036377,-0.184692,-0.272888,0.94342,0.0346026,-0.377222,-0.569713
0.366211,0.0444336,0.925293,-0.875,-4,-0.625,-0.036499,-0.185303,-0.27301,0.943298,0.0347889,-0.378493,-0.570119
0.369141,0.043457,0.930664,-0.75,-4.1875,-0.5,-0.0366821,-0.185974,-0.273071,0.943115,0.0348702,-0.379896,-0.570355
0.375488,0.0410156,0.938477,-0.125,-3.5625,-0.8125,-0.0367432,-0.186584,-0.273193,0.942932,0.0351861,-0.381108,-0.570754
0.370605,0.0375977,0.928711,-1,-2.875,-1.8125,-0.0369263,-0.187012,-0.27356,0.942749,0.0352408,-0.382039,-0.571618
0.367188,0.0400391,0.927734,-0.375,-2.25,-2.375,-0.0369263,-0.187317,-0.273926,0.942566,0.0355917,-0.382614,-0.5725
0.372559,0.0410156,0.929199,-1.125,-1.8125,-1.1875,-0.0370483,-0.187622,-0.27417,0.942444,0.0356419,-0.383277,-0.573084
0.374512,0.0410156,0.931641,-1.75,-1.5,-0.6875,-0.0372925,-0.187805,-0.274353,0.942383,0.0353398,-0.383783,-0.573469
0.375488,0.0356445,0.923828,-2.1875,-3.25,-1.125,-0.0377197,-0.188232,-0.274597,0.9422,0.034853,-0.38485,-0.573965
0.378906,0.0366211,0.924805,0,-2.0625,-1.625,-0.0377197,-0.18866,-0.274841,0.942017,0.0352325,-0.385665,-0.574608
0.372559,0.0380859,0.925293,-0.5,-1.875,-1.8125,-0.0377197,-0.188904,-0.275146,0.941895,0.0355186,-0.386136,-0.575356
0.381836,0.0522461,0.936523,-0.625,-3.1875,-0.75,-0.0377197,-0.189453,-0.27533,0.941711,0.0359506,-0.387193,-0.575903
0.380859,0.0473633,0.93457,-2.1875,-1.625,0.125,-0.0380249,-0.189697,-0.275391,0.94165,0.0355142,-0.387852,-0.576003
0.376465,0.0385742,0.91748,-1.125,-2.0625,-2.125,-0.038147,-0.190002,-0.275757,0.941467,0.0356224,-0.3885,-0.576848
0.373047,0.0307617,0.933105,0.5625,-1.5,-1.6875,-0.0380859,-0.190186,-0.276001,0.941345,0.0359709,-0.388806,-0.577452
0.371582,0.0410156,0.924316,-0.8125,-1.9375,-0.625,-0.038147,-0.19043,-0.276123,0.941284,0.0360552,-0.389324,-0.577781
0.372559,0.0415039,0.928223,-2.3125,-3.5625,0.1875,-0.0385742,-0.190796,-0.276184,0.941162,0.0354534,-0.39028,-0.577856
0.375,0.0444336,0.92627,-0.875,-3.8125,-0.25,-0.0387573,-0.191345,-0.276245,0.94104,0.0354615,-0.391462,-0.578085
0.381836,0.0478516,0.936035,-0.5,-2.6875,-1.4375,-0.0386963,-0.191772,-0.276489,0.940857,0.0359698,-0.39224,-0.578754
0.371094,0.0429688,0.929199,-2.25,-2.5,-1,-0.0390015,-0.191956,-0.276794,0.940735,0.0356025,-0.39277,-0.579377
0.37793,0.0532227,0.921875,-0.8125,-3.4375,-2.1875,-0.0389404,-0.192505,-0.277161,0.940491,0.0362449,-0.393782,-0.580353
0.383301,0.0424805,0.925293,-2.3125,-2.4375,-1.4375,-0.0393066,-0.19281,-0.277466,0.940369,0.0358316,-0.394598,-0.581002
0.381836,0.0556641,0.92334,-1.6875,-3.3125,-1.5625,-0.0394287,-0.193298,-0.277832,0.940125,0.036066,-0.395596,-0.581892
0.390625,0.0463867,0.914551,-2.3125,-2.5625,-2.375,-0.0396729,-0.193787,-0.27832,0.93988,0.0361049,-0.396678,-0.583029
0.384277,0.0332031,0.919434,-1.4375,-4.0625,-1,-0.0401001,-0.194336,-0.278503,0.939697,0.0356782,-0.397994,-0.583435
0.395508,0.0239258,0.916016,-0.8125,-4.5,-0.9375,-0.0405273,-0.195129,-0.278564,0.939514,0.0353551,-0.399798,-0.583648
0.392578,0.0322266,0.921387,0,-3.4375,0.0625,-0.0407104,-0.195679,-0.278564,0.939392,0.0353422,-0.400978,-0.583738
0.388184,0.0302734,0.926758,-0.5625,-3.0625,1.375,-0.0409546,-0.196106,-0.27832,0.939331,0.0350185,-0.40195,-0.583211
0.396973,0.0385742,0.935547,-2,-3.75,1.6875,-0.0414429,-0.196594,-0.278076,0.93927,0.0342359,-0.403195,-0.58262
0.387207,0.0371094,0.932617,-0.125,-2.5,1.9375,-0.0415649,-0.196899,-0.277771,0.939331,0.0340447,-0.40389,-0.582004
0.385742,0.0336914,0.928223,-1.3125,-1.3125,1.25,-0.0418091,-0.196899,-0.277588,0.939331,0.0334693,-0.404021,-0.581483
0.371094,0.0405273,0.926758,-1.1875,-1.25,0.9375,-0.0418701,-0.196838,-0.277527,0.939392,0.0332748,-0.403954,-0.581323
0.37793,0.0415039,0.917969,-0.75,-0.75,0.5625,-0.0418701,-0.196777,-0.277527,0.939392,0.0332363,-0.403829,-0.581299
0.381348,0.0439453,0.921387,-1,-2.3125,-1.1875,-0.0418701,-0.197021,-0.277771,0.93927,0.0335062,-0.404298,-0.581913
0.386719,0.0283203,0.907227,-2.1875,-1.9375,-0.75,-0.0422974,-0.197205,-0.277954,0.939148,0.0328418,-0.404895,-0.582204
0.385742,0.0302734,0.913086,-1.125,-2.625,-0.5625,-0.0425415,-0.197571,-0.278076,0.939026,0.03264,-0.40575,-0.58249
0.386719,0.0258789,0.920898,-0.3125,-2.3125,-1.5,-0.0426636,-0.197815,-0.27832,0.938904,0.0326623,-0.406293,-0.58306
0.391602,0.0400391,0.915527,-1.9375,-2.1875,-1.875,-0.0429077,-0.19812,-0.278687,0.938721,0.0325333,-0.40702,-0.58387
0.395996,0.0546875,0.925293,-1.75,-2,-0.9375,-0.0429688,-0.198364,-0.278931,0.938599,0.0326808,-0.407526,-0.584464
0.40332,0.0371094,0.924316,-1.875,-1.625,0.25,-0.0432739,-0.198608,-0.278931,0.938538,0.0322198,-0.408185,-0.58442
0.394531,0.0371094,0.902344,-3,-2.5,-1.375,-0.0437622,-0.198975,-0.279297,0.938354,0.0316333,-0.409186,-0.585168
0.405762,0.0517578,0.918457,-0.9375,-2.375,-1.0625,-0.0437622,-0.199463,-0.27948,0.938171,0.0320411,-0.410123,-0.585706
0.409668,0.0478516,0.918945,-1.3125,-1.0625,-0.875,-0.0437622,-0.199707,-0.279724,0.938049,0.0323146,-0.410593,-0.586323
0.408691,0.034668,0.924316,-2.3125,-1,0.25,-0.0441895,-0.199829,-0.279724,0.937988,0.0315271,-0.411077,-0.586186
0.405273,0.043457,0.913574,-1.9375,-0.5,0.875,-0.0443726,-0.199951,-0.279663,0.937988,0.0312048,-0.411432,-0.586023
0.394043,0.0488281,0.908203,-0.5,-0.8125,-0.25,-0.0443115,-0.199951,-0.279724,0.937988,0.0313559,-0.411401,-0.58619
0.39209,0.0327148,0.915039,-0.8125,-0.6875,-0.625,-0.0443115,-0.199951,-0.279724,0.937988,0.0313559,-0.411401,-0.58619
0.396484,0.0268555,0.914551,-0.375,-2.0625,-0.375,-0.0444336,-0.200256,-0.279785,0.937866,0.03134,-0.412053,-0.586352
0.399414,0.0405273,0.929199,-1.25,-0.0625,0.4375,-0.0444946,-0.200134,-0.279785,0.937927,0.0311317,-0.411867,-0.586312
0.398926,0.0380859,0.904785,-1.5625,0.75,1.0625,-0.0446777,-0.200012,-0.279663,0.937927,0.0306271,-0.411717,-0.585905
0.393066,0.0463867,0.927246,1.4375,-2.375,-0.5625,-0.0442505,-0.200439,-0.279724,0.937866,0.0318036,-0.41231,-0.586347
0.395508,0.0541992,0.915527,-2.0625,-0.75,-1.1875,-0.0443115,-0.2005,-0.280029,0.937744,0.0318634,-0.412448,-0.587014
0.414551,0.0263672,0.927734,-1.875,0.5625,3.375,-0.0447388,-0.200378,-0.279541,0.937927,0.0306825,-0.412492,-0.58574
0.383789,0.0380859,0.912109,-1.9375,0.1875,1,-0.0449219,-0.200134,-0.27948,0.937988,0.0301208,-0.412124,-0.585461
0.359863,0.0429688,0.894531,-0.375,2.4375,-1.625,-0.0444946,-0.199463,-0.279846,0.938049,0.0307186,-0.410552,-0.58625
0.362305,0.0214844,0.879395,-1.375,-2,-5.1875,-0.0446167,-0.199524,-0.280701,0.937744,0.03091,-0.410702,-0.588109
0.374023,0.0078125,0.911133,0.125,-15.0625,-6.5625,-0.0452881,-0.20166,-0.281616,0.936951,0.0313884,-0.415228,-0.590508
0.397461,0.0507812,0.979004,-3.125,-14.8125,-3.1875,-0.0460205,-0.203613,-0.282227,0.93634,0.0314827,-0.419473,-0.592187
0.419922,0.0605469,0.999512,-3,-12.3125,-2.25,-0.0466309,-0.205261,-0.282715,0.935791,0.0315758,-0.423035,-0.593533
0.418457,0.0893555,1.00488,-2.0625,2,-3.625,-0.0459595,-0.204773,-0.283508,0.93573,0.0329938,-0.421669,-0.595447
0.390625,0.101562,0.98584,-7.0625,10.125,-6.0625,-0.0454102,-0.202515,-0.285034,0.93573,0.0333234,-0.416853,-0.598358
0.362793,0.0805664,0.916016,-10,19.0625,-10.8125,-0.0450439,-0.198853,-0.287476,0.935852,0.0327323,-0.409435,-0.602879
0.347656,0.0517578,0.870117,-12.125,16.625,-14.625,-0.0452881,-0.195435,-0.290466,0.935608,0.0313006,-0.402815,-0.608424
0.34375,0.0126953,0.811523,-6.625,3.1875,-17.625,-0.0457764,-0.194702,-0.293579,0.934753,0.0312312,-0.401582,-0.614962
0.369629,-0.012207,0.855957,-3.9375,-3.9375,-14.1875,-0.0465698,-0.195129,-0.295898,0.933899,0.0309782,-0.402829,-0.619977
0.381348,-0.0170898,0.888672,-1.75,-9.25,-15,-0.0473022,-0.196533,-0.298218,0.932861,0.0315341,-0.405947,-0.625334
0.410645,-0.00244141,0.913086,-4.75,-15.75,-18.3125,-0.0487061,-0.198975,-0.301086,0.931335,0.0317485,-0.411466,-0.631986
0.432617,0.0136719,0.915527,-12.3125,-21.6875,-16.4375,-0.0514526,-0.202209,-0.303955,0.929565,0.0298599,-0.4194,-0.638421
0.483398,0.00390625,0.958008,-12.125,-24.0625,-8.5625,-0.0548096,-0.205933,-0.305481,0.92804,0.026486,-0.428727,-0.641753
0.496094,0.0371094,1.02734,-3.9375,-8.9375,-1.8125,-0.0557861,-0.207458,-0.305786,0.927551,0.0257593,-0.432315,-0.642562
0.460938,0.0698242,0.98584,-9,8.9375,-0.8125,-0.0562744,-0.205811,-0.306458,0.927673,0.0239086,-0.429418,-0.643354
0.401367,0.104004,0.884277,-6.8125,20.0625,-4.375,-0.0551758,-0.202576,-0.3078,0.927979,0.0244532,-0.422386,-0.645761
0.356445,0.0893555,0.856445,-0.6875,13.9375,-12.625,-0.0532837,-0.200439,-0.310181,0.927795,0.0278626,-0.416967,-0.651192
0.370117,0.0493164,0.824707,-6.4375,4.375,-11.5,-0.0534058,-0.199646,-0.312317,0.927185,0.0280619,-0.415423,-0.655679
0.385742,0.0581055,0.818359,-7.4375,-7.75,-8.5625,-0.0543823,-0.200928,-0.313965,0.926331,0.0278208,-0.41851,-0.659468
0.413086,0.0546875,0.851562,-2.875,-14.625,-8.625,-0.0551147,-0.203613,-0.315369,0.925232,0.0290132,-0.424145,-0.663259
0.414062,0.0229492,0.881836,-4,-20,-10.375,-0.0565186,-0.206787,-0.316956,0.923889,0.0293399,-0.431159,-0.667387
0.42334,0.00927734,0.898926,-5.0625,-17.625,-9.6875,-0.0581665,-0.209412,-0.318481,0.922668,0.0287606,-0.437289,-0.671119
0.434082,-0.0205078,0.914551,-4.375,-22.4375,-10.0625,-0.0602417,-0.212708,-0.319885,0.921265,0.0277976,-0.445003,-0.674641
0.452148,0.0078125,0.933594,-3.125,-21.0625,-7.5625,-0.0618286,-0.215881,-0.320984,0.920044,0.0275957,-0.452186,-0.677658
0.462402,0.0415039,0.938965,-6.875,-21.375,-1.4375,-0.0639038,-0.218994,-0.321289,0.919067,0.0259531,-0.459616,-0.678644
0.47168,0.0551758,0.930664,-8.6875,-15.5625,0.875,-0.0657959,-0.221191,-0.32135,0.918396,0.0238417,-0.465164,-0.678806
0.42041,0.0742188,0.899414,-8.625,-9.0625,0.375,-0.0669556,-0.222046,-0.321716,0.917969,0.0223459,-0.467598,-0.67947
0.387207,0.0571289,0.836426,-9.0625,-8.875,-5.5625,-0.0681152,-0.222778,-0.322998,0.917297,0.0212541,-0.469802,-0.682232
0.336914,0.0400391,0.759277,-7.75,-16.5625,-10.1875,-0.069458,-0.22467,-0.324829,0.916077,0.0210238,-0.474344,-0.686601
0.296875,0.0380859,0.700195,-9.1875,-36.5625,-15.625,-0.0718384,-0.229553,-0.327332,0.913757,0.0214765,-0.485377,-0.693253
0.314453,0.0390625,0.700684,-22.375,-76.75,-17.25,-0.0784912,-0.240051,-0.330139,0.909485,0.0180253,-0.510338,-0.701069
0.452148,-0.0146484,0.74707,-24.5,-94.5,-20.25,-0.0872803,-0.253784,-0.333008,0.903931,0.0131234,-0.543269,-0.709605
0.528809,-0.0473633,0.797852,-20.0625,-97.6875,-20.9375,-0.0957642,-0.268188,-0.335449,0.89801,0.00946828,-0.577487,-0.71784
0.579102,-0.027832,0.819336,-18.4375,-97.875,-21.1875,-0.10376,-0.282654,-0.33783,0.891724,0.00724025,-0.611632,-0.726537
0.581055,0.0141602,0.793945,-17,-98.0625,-13.625,-0.111328,-0.296997,-0.338989,0.885681,0.00520176,-0.645462,-0.73278
