1532319180344,2,-3,-1,-3,-1,-4,-22,1
1532319180349,1,-1,-1,-1,-2,0,-8,2
1532319180354,-1,-1,-2,-2,-1,0,-7,-1
1532319180359,0,0,0,0,4,0,-5,-4
1532319180364,-2,0,-1,1,-1,-5,-14,3
1532319180369,0,-2,-2,0,0,0,-32,-1
1532319180374,-3,0,-1,-2,-2,-2,-33,-4
1532319180379,2,-1,-1,-2,-3,1,-80,0
1532319180384,-5,-4,-1,0,1,2,-4,2
1532319180389,7,1,-2,-5,-5,-8,27,-4
1532319180394,5,-1,-1,0,0,1,28,-1
1532319180399,-4,-1,-1,0,0,1,71,-1
1532319180404,1,0,-1,-1,0,9,40,0
1532319180409,-1,-2,0,0,-3,5,52,8
1532319180414,-2,1,1,-1,-1,-5,-39,-2
1532319180419,-1,0,0,0,-4,-4,-19,-7
1532319180424,-1,-1,-2,-2,1,-4,-8,0
1532319180429,-6,-2,-1,2,3,2,14,2
1532319180434,3,-1,-1,1,4,3,-20,-6
1532319180439,1,0,-2,-2,-5,-13,7,9
1532319180444,-1,-1,0,-2,1,-1,7,-8
1532319180449,-4,-2,-1,-2,0,-5,38,-6
1532319180454,-3,0,-2,-1,-2,-2,-16,1
1532319180459,1,-1,-1,-1,0,8,-16,-5
1532319180464,1,0,0,0,1,-1,-7,1
1532319180469,-4,0,-1,2,0,0,-68,-1
1532319180474,-2,-2,0,0,-1,1,-7,1
1532319180479,-7,-2,-3,-1,-1,1,6,-5
1532319180484,0,-1,0,-2,-4,1,-50,0
1532319180489,0,0,1,0,2,4,-96,2
1532319180494,1,-2,-1,0,-2,-23,-123,-9
1532319180499,2,2,0,-4,-5,10,-119,4
1532319180504,-1,-2,0,-1,4,9,4,2
1532319180509,-4,-1,-2,-2,-1,-7,59,-12
1532319180514,-1,-1,-1,-1,0,8,126,-2
1532319180519,2,-3,-1,-1,1,-10,125,1
1532319180524,0,-1,-1,-2,-3,-3,79,1
1532319180529,3,2,1,1,1,6,60,9
1532319180534,3,2,1,1,2,3,81,1
1532319180539,-1,-2,0,0,1,0,3,-5
1532319180544,-3,-3,-3,-2,-5,-6,12,-9
1532319180549,0,0,1,-1,-2,-3,-113,6
1532319180554,-1,0,0,0,5,4,-98,-4
1532319180559,-6,-1,-1,-1,-4,-8,12,-1
1532319180564,-4,-1,-2,0,0,-4,26,-9
1532319180569,3,-1,-2,-1,-2,-1,85,0
1532319180574,0,-1,-1,-1,-3,2,61,5
1532319180579,2,2,-2,1,2,9,-21,1
1532319180584,-3,-2,-3,-1,1,-8,6,-5
1532319180589,-4,-4,-2,-1,-1,0,20,-2
1532319180594,-5,0,-2,-3,-1,0,44,-2
1532319180599,-4,-1,-2,0,-1,1,61,-4
1532319180604,-6,-3,-2,0,-2,0,38,-5
1532319180609,12,3,-1,0,-2,-4,26,1
1532319180614,-3,-2,-1,-4,-5,-4,23,8
1532319180619,3,-1,-1,-1,-3,-5,28,-7
1532319180624,5,3,2,-1,4,5,-37,6
1532319180629,-5,-3,-2,-3,-5,-3,-3,-4
1532319180634,-2,0,1,1,1,1,-10,-3
1532319180639,-1,0,-1,-1,0,-1,4,9
1532319180644,1,1,1,0,-1,2,-21,0
1532319180649,-3,-1,0,-1,1,0,0,-4
1532319180654,0,0,8,3,0,0,14,1
1532319180659,-11,-3,-7,0,2,6,14,-10
1532319180664,7,1,-3,-3,-2,-3,-9,9
1532319180669,-2,3,0,1,1,2,-3,1
1532319180674,0,-4,-4,-2,-5,-3,-16,-1
1532319180679,-4,2,2,0,4,2,2,-7
1532319180684,-2,-2,1,0,-1,-2,2,-2
1532319180689,-3,-3,5,1,1,-2,14,-2
1532319180694,-2,-2,-4,-2,-2,0,-2,-3
1532319180699,0,-3,-2,-2,-1,-6,-18,0
1532319180704,0,3,-1,-2,-4,-5,12,5
1532319180709,6,-1,2,-1,-1,1,10,0
1532319180714,-3,-1,0,-3,-2,0,2,-3
1532319180719,3,-1,0,3,-1,-2,-6,4
1532319180724,-5,2,0,-1,1,0,-7,-4
1532319180729,-5,0,-2,-2,1,2,1,4
1532319180734,-2,0,0,-2,-1,-2,-15,-3
1532319180739,-5,-3,2,-2,-2,0,4,0
1532319180744,-1,2,-3,1,-2,0,-30,-7
1532319180749,-4,3,-2,-2,-1,-2,-28,-4
1532319180754,3,2,-2,2,1,0,-33,3
1532319180759,-2,-3,0,-4,-1,-1,6,0
1532319180764,-1,-3,4,4,1,1,-5,-6
1532319180769,-3,-2,-9,-3,0,-1,-2,-4
1532319180774,-2,-1,-1,-2,-1,-2,-13,1
1532319180779,6,4,0,0,-4,-2,9,-1
1532319180784,-1,0,2,-1,-2,-2,-66,2
1532319180789,-3,-4,1,2,0,1,-21,-3
1532319180794,2,-7,-4,-3,-2,-3,-14,-2
1532319180799,-11,-6,-2,-4,-2,-5,-1,0
1532319180804,2,1,-2,0,1,3,29,2
1532319180809,1,4,1,0,-1,-1,3,-2
1532319180814,-6,-5,0,1,-1,0,4,-4
1532319180819,3,-2,-1,-1,-1,-2,-13,-1
1532319180824,3,0,0,-1,-2,-3,29,3
1532319180829,-1,-5,-5,-3,-1,2,2,2
1532319180834,-1,2,1,2,1,5,28,-5
1532319180839,9,1,-1,-3,-2,-3,-11,1
1532319180844,-1,-1,-1,0,-1,1,4,2
1532319180849,0,2,0,0,-2,-4,-25,-3
1532319180854,-2,-2,-3,-1,-3,-3,12,1
1532319180859,-1,0,0,0,1,0,-27,-3
1532319180864,-5,-8,-4,-1,0,3,8,-4
1532319180869,0,0,0,1,0,-3,8,1
1532319180874,-1,2,-1,-1,-1,0,0,1
1532319180879,-3,-3,0,2,0,-1,27,-5
1532319180884,2,-2,-3,-2,-2,-2,35,-2
1532319180889,-3,0,-1,0,-1,-1,10,-5
1532319180894,1,1,-2,1,1,0,10,1
1532319180899,3,-1,-1,-1,0,3,-47,5
1532319180904,1,1,-1,-2,-2,-4,-119,1
1532319180909,2,6,1,-2,-1,1,-47,-3
1532319180914,0,-7,-1,-2,-2,0,-14,-2
1532319180919,-3,1,1,-1,0,0,20,-2
1532319180924,-1,-2,0,0,1,0,40,-1
1532319180929,1,-2,-1,-2,-2,0,30,1
1532319180934,-1,2,-1,0,-1,-2,25,-3
1532319180939,-2,0,0,-1,1,0,-9,1
1532319180944,-2,-2,0,-3,-2,0,-1,1
1532319180949,-3,-3,5,2,0,-3,-4,-3
1532319180954,-2,1,-8,-1,0,0,-54,-2
1532319180959,0,-2,-1,1,-2,-2,-41,-3
1532319180964,2,0,-4,-2,-1,-3,16,2
1532319180969,0,-3,0,-3,-1,-1,69,1
1532319180974,-3,0,3,-1,-1,-1,88,2
1532319180979,3,1,-2,-1,-2,-2,54,-1
1532319180984,0,-1,2,-1,0,-1,17,-3
1532319180989,-1,-2,-2,-1,-2,1,-51,-1
1532319180994,1,-1,0,-2,-1,-1,-57,0
1532319180999,-5,-1,-3,-1,-1,-2,-16,-5
1532319181004,-2,-1,0,1,1,0,-32,0
1532319181009,4,-2,-2,-3,-4,-3,-76,2
1532319181014,-1,0,-1,-1,-1,1,-128,-2
1532319181019,0,-1,-1,-2,-1,0,-36,2
1532319181024,-3,-3,-3,0,-3,-1,62,-7
1532319181029,-1,-1,-1,0,-2,-1,53,1
1532319181034,-2,0,-1,0,-1,0,47,-2
1532319181039,0,-1,0,0,-1,1,65,-1
1532319181044,0,-1,0,1,0,-1,54,0
1532319181049,1,0,-1,-1,0,-1,14,1
1532319181054,0,0,0,-2,-1,-1,39,-5
1532319181059,-2,-1,1,1,3,2,21,0
1532319181064,-2,0,-1,-1,-1,0,18,-6
1532319181069,0,-3,0,-1,-1,-3,25,4
1532319181074,-1,0,0,-1,0,-2,-7,0
1532319181079,1,-1,1,-2,-2,-2,-21,2
1532319181084,-5,-1,0,0,-1,-1,-42,-1
1532319181089,-2,-1,-2,-1,-1,0,5,-2
1532319181094,0,1,0,-1,1,-1,21,1
1532319181099,-4,0,-1,1,-2,0,22,-2
1532319181104,-8,-3,0,1,2,3,-73,-11
1532319181109,3,-1,-1,0,0,0,-56,8
1532319181114,2,2,0,0,-1,-2,-18,-3
1532319181119,-2,-2,-1,0,1,1,-42,-3
1532319181124,1,0,-2,-1,-3,-1,-4,1
1532319181129,-10,-2,-4,0,-2,-3,4,-14
1532319181134,-4,-2,-2,-1,-1,-2,31,3
1532319181139,7,-2,-1,0,-1,-2,32,3
1532319181144,1,1,0,1,0,0,1,3
1532319181149,2,0,-1,-2,-1,0,26,2
1532319181154,-2,-1,0,-1,1,-2,30,2
1532319181159,-7,0,0,-1,0,-2,34,-7
1532319181164,-1,-3,-1,-1,-2,-2,31,0
1532319181169,5,3,-2,-1,-1,0,-15,-2
1532319181174,-3,-3,0,-2,-2,-3,7,-6
1532319181179,1,-2,-3,0,-1,-2,-4,5
1532319181184,0,0,-1,-1,-1,0,27,1
1532319181189,-5,-2,-1,0,-2,-2,47,0
1532319181194,3,1,-2,-1,-1,1,44,-1
1532319181199,2,0,0,-2,-1,0,31,2
1532319181204,1,0,1,1,-1,-1,12,-1
1532319181209,-3,-1,-1,-1,0,0,-52,-3
1532319181214,-2,1,-1,-2,-3,-1,-49,2
1532319181219,-2,0,-1,-1,0,-1,-32,-1
1532319181224,0,-2,-2,-3,-1,-2,12,0
1532319181229,-2,-2,-1,-1,0,-1,17,0
1532319181234,1,-1,0,-1,-2,-1,4,1
1532319181239,0,0,0,0,0,0,6,0
1532319181244,-4,-3,-1,-2,-1,-1,-6,-1
1532319181249,3,-1,-1,-1,1,0,10,1
1532319181254,-2,0,-2,-1,-2,1,-5,-1
1532319181259,0,1,-4,-1,0,-1,-15,-3
1532319181264,0,0,-2,-3,-1,-1,-21,2
1532319181269,2,0,-1,0,-3,-1,-3,0
1532319181274,-4,-1,0,-1,1,0,-24,-4
1532319181279,0,0,-1,0,0,-1,-30,1
1532319181284,2,1,-1,-1,-1,-1,-15,2
1532319181289,0,-1,-1,-2,-2,-3,12,-3
1532319181294,2,-1,3,-3,0,-1,5,2
1532319181299,-10,-1,-1,0,0,-1,-10,-9
1532319181304,-1,-3,-2,0,1,0,-5,4
1532319181309,1,1,0,0,-1,0,9,2
1532319181314,0,-3,-1,2,0,-2,4,-1
1532319181319,1,2,1,-3,-2,-1,-4,1
1532319181324,-3,1,-1,-1,-2,-3,-8,-4
1532319181329,-6,-3,-1,0,1,1,-15,-4
1532319181334,0,-2,-1,0,0,-1,-14,-2
1532319181339,2,1,-1,-2,0,-2,-10,2
1532319181344,3,-3,0,0,0,-2,-5,3
1532319181349,1,-1,-1,-1,0,0,3,-3
1532319181354,2,-1,-1,-1,-2,-1,10,2
1532319181359,0,-2,-2,-1,-2,0,1,0
1532319181364,1,2,1,-1,0,1,3,-1
1532319181369,-2,-1,-1,1,-2,-3,0,-2
1532319181374,-4,-1,-2,-1,-1,-3,0,-2
1532319181379,0,-4,-1,1,2,2,4,-3
1532319181384,1,-1,0,0,-1,1,0,-2
1532319181389,-1,-1,-2,-3,-1,-1,0,-1
1532319181394,2,1,-3,-2,-2,2,-3,3
1532319181399,0,-3,0,-1,-5,-2,-1,3
1532319181404,0,0,-2,-1,-3,-6,-16,-4
1532319181409,-4,-2,-1,0,-1,-4,-13,-6
1532319181414,0,0,-1,-1,0,4,15,3
1532319181419,-5,-2,0,0,-2,-1,12,-1
1532319181424,1,-1,-2,0,-1,-1,5,-1
1532319181429,-6,1,0,-1,0,0,1,-2
1532319181434,-1,-2,-1,0,0,-5,-14,-6
1532319181439,-1,-2,0,-1,0,-2,-4,0
1532319181444,-1,-2,-2,0,0,1,2,0
1532319181449,-1,-1,0,0,2,2,-4,-3
1532319181454,-3,1,-1,0,-2,-2,-10,-1
1532319181459,-5,-2,-2,0,3,5,10,-2
1532319181464,-1,1,0,-4,-9,-7,-4,0
1532319181469,3,-1,1,1,2,4,1,1
1532319181474,-1,-3,1,-1,1,0,0,-2
1532319181479,3,-1,-2,-1,1,0,-11,-2
1532319181484,0,-1,-1,-1,1,0,-6,-1
1532319181489,0,-1,0,0,0,0,7,0
1532319181494,0,-1,0,-2,-4,-3,-4,3
1532319181499,0,0,-1,-1,-1,-4,-10,-1
1532319181504,-2,0,-3,0,0,-1,2,-1
