1532142671789,1,31,-8,-1,-7,-7,-1,4
1532142671794,17,73,3,-1,-1,-2,-7,-3
1532142671799,1,-33,6,-2,3,1,0,4
1532142671804,-7,-43,-4,0,2,6,9,-3
1532142671809,-10,-20,-7,-3,-7,-1,0,1
1532142671814,-2,-1,-8,-3,4,-2,-7,-13
1532142671819,-7,10,4,1,4,-2,1,-1
1532142671824,-6,-39,-2,-3,3,1,0,2
1532142671829,11,23,5,5,3,1,3,8
1532142671834,-3,-9,-11,-3,-8,-2,-2,-6
1532142671839,-6,-13,0,-2,-8,-1,-2,-8
1532142671844,-3,-25,-4,-1,4,-1,-2,-2
1532142671849,8,18,12,1,6,-2,1,-1
1532142671854,-13,19,13,3,-2,-1,3,4
1532142671859,-5,-67,-20,-2,-8,0,0,1
1532142671864,-8,49,4,-1,-2,-6,-7,-4
1532142671869,2,-8,-1,-2,-3,3,4,2
1532142671874,-2,34,12,1,3,0,0,2
1532142671879,30,-4,7,2,4,-1,-3,-2
1532142671884,-43,-50,-19,-3,-3,-4,-3,-1
1532142671889,8,-6,6,-1,-1,1,-7,-3
1532142671894,10,4,-6,1,-2,-3,-10,1
1532142671899,0,12,-1,-1,2,2,12,3
1532142671904,6,4,2,2,-6,-1,0,5
1532142671909,6,0,-7,-5,2,0,-3,-6
1532142671914,-19,-37,-5,1,0,3,12,0
1532142671919,-13,3,0,0,-3,-8,-24,-3
1532142671924,16,25,11,3,1,-1,4,-3
1532142671929,-14,-32,-13,4,7,-1,-1,-3
1532142671934,0,20,2,-2,0,1,1,2
1532142671939,-5,-7,-8,-2,2,-2,6,5
1532142671944,3,-22,-7,-5,-14,-2,-6,-4
1532142671949,-7,37,11,-3,1,4,1,-1
1532142671954,2,-24,-11,0,2,2,7,2
1532142671959,-8,3,4,0,-2,-4,-13,-5
1532142671964,-3,-1,-6,-2,-2,-4,-2,3
1532142671969,13,-59,-4,-3,5,-4,1,0
1532142671974,5,93,16,5,2,-2,-5,-1
1532142671979,-3,-13,-8,-4,1,15,40,2
1532142671984,20,-7,-2,-2,1,-11,-50,-5
1532142671989,5,13,3,2,-1,1,16,3
1532142671994,-27,-42,-2,-3,-1,-10,-42,-16
1532142671999,24,31,6,4,0,5,13,4
1532142672004,-2,2,6,2,1,2,-10,-5
1532142672009,-26,-6,-13,-8,-7,-2,5,-2
1532142672014,-8,-31,-6,-3,2,3,4,2
1532142672019,3,33,4,4,0,7,15,0
1532142672024,-3,-12,0,-2,-3,-13,-7,-3
1532142672029,17,63,28,7,1,-5,-13,1
1532142672034,-7,-100,-49,-13,-9,-8,14,4
1532142672039,15,25,-1,-2,-5,-1,-38,-4
1532142672044,-8,-12,-2,2,4,4,26,3
1532142672049,79,4,0,1,3,6,22,2
1532142672054,24,14,8,1,-3,-4,-10,2
1532142672059,32,-14,-2,-3,-6,-14,-9,-1
1532142672064,-25,-26,-5,2,-3,1,-34,-5
1532142672069,16,54,3,-4,-7,-8,12,-8
1532142672074,21,11,15,3,4,8,20,11
1532142672079,52,5,-1,-2,1,-3,-5,9
1532142672084,-66,-10,-5,-5,-2,2,13,-33
1532142672089,-14,-29,-8,0,1,2,-16,-1
1532142672094,18,5,0,-3,-4,2,-19,2
1532142672099,-35,-8,-2,-2,-4,-11,-10,-8
1532142672104,14,-17,5,0,4,2,30,14
1532142672109,-50,-9,-18,-4,-1,-2,-48,-17
1532142672114,-34,8,6,1,2,1,-4,-5
1532142672119,-25,17,8,2,6,-2,18,-3
1532142672124,38,-2,-2,-3,-1,1,11,12
1532142672129,-24,-13,-5,0,-3,-1,10,1
1532142672134,26,10,8,2,-1,-3,1,5
1532142672139,-31,0,2,-1,1,12,17,-3
1532142672144,-45,-7,-18,-4,0,-8,-37,-7
1532142672149,8,20,10,-2,-10,2,5,-2
1532142672154,25,6,2,3,2,2,7,-5
1532142672159,6,-100,-6,2,1,-1,1,4
1532142672164,41,76,21,6,1,1,13,5
1532142672169,-6,-59,-26,-7,-5,-4,-3,-1
1532142672174,4,36,3,-4,-10,-5,-2,-2
1532142672179,-20,7,15,6,6,2,-2,7
1532142672184,91,41,-11,-5,-3,2,10,8
1532142672189,-75,-66,-11,0,-7,-11,-5,-3
1532142672194,56,78,13,0,0,4,10,5
1532142672199,-61,-41,-26,-4,-1,-4,6,-3
1532142672204,27,-14,-1,-5,-3,1,-46,6
1532142672209,-15,12,12,6,9,8,5,6
1532142672214,-14,-8,-8,-3,-1,-4,-11,-21
1532142672219,-24,39,2,1,-2,-1,-16,-11
1532142672224,17,-29,-11,-1,-5,-8,-6,-16
1532142672229,24,26,-2,-3,-9,-1,3,8
1532142672234,12,-29,-4,-3,-1,4,0,-9
1532142672239,13,43,10,-2,-1,2,-1,-1
1532142672244,11,48,-14,-2,8,-1,1,-1
1532142672249,19,37,7,3,6,0,-1,1
1532142672254,-17,-33,-6,-2,-2,-5,9,-8
1532142672259,-58,23,9,-3,-4,1,-9,2
1532142672264,-86,-80,-9,-6,-5,3,21,0
1532142672269,37,58,-3,-3,0,0,-1,4
1532142672274,-14,-22,-7,-1,-1,-4,-6,4
1532142672279,-4,23,0,0,4,3,0,0
1532142672284,-13,-8,10,4,0,8,36,6
1532142672289,-28,-21,1,-2,-6,-14,-20,-8
1532142672294,-3,-5,2,0,-8,0,7,2
1532142672299,-68,-41,-8,-3,-3,-4,-4,-5
1532142672304,22,34,22,7,-3,6,18,13
1532142672309,-5,-61,-21,-6,-4,3,1,-18
1532142672314,-33,-13,3,0,4,2,6,6
1532142672319,51,0,-15,-2,-3,-2,-5,-10
1532142672324,-28,74,10,0,-1,-5,-6,-4
1532142672329,38,-24,-3,-7,4,-5,-2,-7
1532142672334,-20,-18,-7,0,3,-3,-13,-7
1532142672339,45,-92,-29,-11,-8,-9,-21,-35
1532142672344,-9,28,9,-2,-9,-3,5,5
1532142672349,20,28,7,-2,-3,0,1,6
1532142672354,19,-46,-27,-8,-6,-1,-5,2
1532142672359,61,24,3,-4,1,5,6,4
1532142672364,40,-29,-3,3,2,-3,-2,-14
1532142672369,17,-3,4,-3,1,-4,4,0
1532142672374,-18,4,-2,-1,7,6,3,7
1532142672379,-18,38,12,0,5,-1,0,0
1532142672384,9,-19,-6,-1,4,0,-3,-8
1532142672389,-13,-7,2,3,1,5,8,-3
1532142672394,51,14,2,-1,-3,-2,5,3
1532142672399,88,0,19,6,4,10,6,18
1532142672404,-49,-12,-20,-11,-2,-4,2,-10
1532142672409,-2,53,15,9,5,2,1,5
1532142672414,-44,11,-2,-3,0,-3,-1,-10
1532142672419,-23,3,-2,-4,-3,-2,-1,-12
1532142672424,-41,-32,1,1,-6,3,0,-3
1532142672429,-8,-14,-1,4,12,-1,1,2
1532142672434,-21,40,9,4,3,-3,-4,7
1532142672439,-84,-50,-21,-12,-9,-9,-20,-39
1532142672444,1,0,2,2,6,12,10,8
1532142672449,-20,-5,-9,-6,-6,-11,-20,1
1532142672454,21,5,2,0,-1,3,33,0
1532142672459,16,15,-3,-2,-5,-8,-51,-9
1532142672464,75,-33,-6,-4,1,5,-4,1
1532142672469,29,-12,6,3,0,5,0,1
1532142672474,-2,10,2,2,0,0,8,5
1532142672479,-6,30,-2,-4,-8,-2,4,-10
1532142672484,-9,23,3,-2,0,-5,1,14
1532142672489,-42,-32,4,2,-1,5,5,6
1532142672494,17,-1,-14,0,-1,-1,-14,-14
