timestamp,roll,pitch,yaw
1533863710381920,-0.950235,-0.200914,-1.30216
1533863710404856,-0.950102,-0.200842,-1.30215
1533863710421812,-0.950185,-0.200758,-1.30221
1533863710444785,-0.950102,-0.200842,-1.30215
1533863710464739,-0.950117,-0.200894,-1.30231
1533863710479656,-0.950102,-0.200842,-1.30215
1533863710503611,-0.949682,-0.201134,-1.30207
1533863710524560,-0.949055,-0.201232,-1.30202
1533863710580389,-0.94904,-0.201181,-1.30186
1533863710580389,-0.94904,-0.201181,-1.30186
1533863710589363,-0.949055,-0.201232,-1.30202
1533863710603326,-0.949174,-0.201252,-1.30186
1533863710623272,-0.949644,-0.201245,-1.30219
1533863710662168,-0.950235,-0.200914,-1.30216
1533863710707048,-0.950671,-0.200674,-1.3024
1533863710708046,-0.950656,-0.200622,-1.30224
1533863710709042,-0.950656,-0.200622,-1.30224
1533863710728198,-0.9502,-0.20081,-1.30237
1533863710743949,-0.9502,-0.20081,-1.30237
1533863710764893,-0.9502,-0.20081,-1.30237
1533863710786835,-0.949782,-0.201017,-1.30269
1533863710803789,-0.949648,-0.200945,-1.30269
1533863710827725,-0.949668,-0.201256,-1.30291
1533863710846688,-0.949668,-0.201256,-1.30291
1533863710864627,-0.949668,-0.201256,-1.30291
1533863710884601,-0.949265,-0.201514,-1.3034
1533863710914494,-0.94866,-0.201707,-1.30367
1533863710924468,-0.94866,-0.201707,-1.30367
1533863710944414,-0.948527,-0.201636,-1.30366
1533863710967360,-0.94866,-0.201707,-1.30367
1533863710985304,-0.947752,-0.201869,-1.30404
1533863711008244,-0.946912,-0.201893,-1.30432
1533863711027260,-0.946069,-0.202133,-1.3045
1533863711045144,-0.946069,-0.202133,-1.3045
1533863711064094,-0.946069,-0.202133,-1.3045
1533863711087032,-0.945936,-0.202061,-1.30449
1533863711104991,-0.945936,-0.202061,-1.30449
1533863711124930,-0.945853,-0.202145,-1.30443
1533863711146871,-0.945853,-0.202145,-1.30443
1533863711164824,-0.945986,-0.202217,-1.30444
1533863711184770,-0.945986,-0.202217,-1.30444
1533863711209704,-0.946069,-0.202133,-1.3045
1533863711224667,-0.945982,-0.2014,-1.3048
1533863711244610,-0.945357,-0.200939,-1.30518
1533863711267552,-0.944855,-0.200756,-1.30548
1533863711285508,-0.944654,-0.20082,-1.30557
1533863711304454,-0.944244,-0.200304,-1.30531
1533863711327392,-0.943755,-0.200002,-1.30476
1533863711345344,-0.943718,-0.199984,-1.30458
1533863711366285,-0.944253,-0.199798,-1.3041
1533863711387324,-0.945343,-0.199736,-1.30338
1533863711405272,-0.946268,-0.199842,-1.30253
1533863711426217,-0.946703,-0.200031,-1.30203
1533863711454153,-0.947375,-0.199702,-1.30166
1533863711465113,-0.948386,-0.199636,-1.30128
1533863711486057,-0.949681,-0.199551,-1.30117
1533863711507000,-0.950036,-0.199052,-1.30114
