timestamp,x,y,z,w
1533260488335558,0.0248413,0.122192,0.373535,-0.919189
1533260488357576,0.0256958,0.120605,0.373718,-0.919312
1533260488381577,0.0276489,0.119141,0.373962,-0.919373
1533260488398589,0.0287476,0.118103,0.374146,-0.919373
1533260488417603,0.0294189,0.117676,0.374451,-0.919312
1533260488448625,0.0302124,0.117676,0.374634,-0.919189
1533260488457631,0.0307007,0.118164,0.374756,-0.919067
1533260488510716,0.0304565,0.118896,0.374695,-0.919006
1533260488511714,0.0300903,0.119568,0.374573,-0.919006
1533260488520721,0.0298462,0.120056,0.374512,-0.918945
1533260488537773,0.0297241,0.120667,0.374451,-0.918884
1533260488560807,0.0296631,0.121338,0.37439,-0.918823
1533260488587826,0.0294189,0.121704,0.374512,-0.918762
1533260488636860,0.0291138,0.121582,0.374695,-0.918701
1533260488637860,0.0302734,0.121094,0.374817,-0.91864
1533260488638848,0.0310669,0.120728,0.374939,-0.91864
1533260488657870,0.0308838,0.120911,0.374756,-0.918701
1533260488680929,0.0301514,0.12146,0.374634,-0.918701
1533260488696904,0.0296631,0.122009,0.374512,-0.918701
1533260488717919,0.0296021,0.122009,0.374512,-0.918701
1533260488756945,0.0300903,0.121765,0.374573,-0.918701
1533260488759948,0.0307007,0.121399,0.374634,-0.918701
1533260488778041,0.0306396,0.121399,0.374634,-0.918701
1533260488800015,0.0303345,0.121643,0.374695,-0.91864
1533260488817019,0.0302124,0.121948,0.374695,-0.918579
1533260488838048,0.0303345,0.12207,0.374817,-0.918518
1533260488868069,0.0304565,0.121948,0.375,-0.918457
1533260488877076,0.0310059,0.121765,0.375183,-0.918396
1533260488898127,0.0316162,0.121338,0.375122,-0.918457
1533260488920197,0.0319214,0.120911,0.375061,-0.918518
1533260488937220,0.0319214,0.120911,0.375061,-0.918518
1533260488958281,0.0319214,0.120911,0.375061,-0.918518
1533260488980298,0.0320435,0.120361,0.375122,-0.918579
1533260488997310,0.0320435,0.1203,0.375183,-0.918579
1533260489034335,0.0313721,0.120667,0.375122,-0.918579
1533260489040327,0.0304565,0.121643,0.375061,-0.918518
1533260489058355,0.0297852,0.122864,0.374939,-0.918396
1533260489085403,0.0296021,0.124146,0.374756,-0.918335
1533260489100382,0.0297852,0.125244,0.374512,-0.918274
1533260489118379,0.0300293,0.126282,0.374268,-0.918213
1533260489145413,0.0297852,0.127563,0.373962,-0.918152
1533260489160424,0.0288086,0.129028,0.373535,-0.918152
1533260489178499,0.027771,0.130371,0.37323,-0.918152
1533260489197545,0.0267334,0.13147,0.37262,-0.918213
1533260489227563,0.0279541,0.132324,0.372253,-0.918213
1533260489238570,0.0314331,0.133545,0.372681,-0.917786
1533260489265590,0.0390625,0.134399,0.373657,-0.916931
1533260489280649,0.0515747,0.13446,0.375122,-0.915771
1533260489311745,0.0664063,0.133545,0.376709,-0.914246
1533260489317750,0.0800781,0.130493,0.376709,-0.913574
1533260489347730,0.0894775,0.126099,0.37616,-0.913574
1533260489357740,0.0914307,0.12262,0.37384,-0.914795
1533260489385776,0.0852051,0.116943,0.367188,-0.918823
1533260489400817,0.0742798,0.108337,0.357788,-0.9245
1533260489425821,0.0655518,0.09552,0.346191,-0.930969
1533260489438846,0.0601807,0.0786133,0.332397,-0.937927
1533260489467852,0.0546875,0.0595703,0.316528,-0.945129
1533260489477857,0.0496216,0.0403442,0.29834,-0.952332
1533260489504877,0.0455933,0.0196533,0.2771,-0.959595
1533260489519887,0.0402832,-0.00323486,0.252319,-0.966797
1533260489545907,0.0305786,-0.0250244,0.225708,-0.973389
1533260489558915,0.0196533,-0.0443115,0.19873,-0.978882
1533260489587949,0.0109863,-0.0635986,0.170532,-0.983276
1533260489605949,0.000732422,-0.083374,0.142456,-0.986328
1533260489626973,-0.00811768,-0.102539,0.112793,-0.988281
1533260489642989,-0.0119629,-0.120422,0.0822754,-0.989258
1533260489657000,-0.019104,-0.140564,0.0499878,-0.988647
1533260489680002,-0.0306396,-0.160645,0.0194092,-0.986389
1533260489710023,-0.0394897,-0.17688,-0.00518799,-0.983459
1533260489723126,-0.0340576,-0.190491,-0.0266724,-0.980774
1533260489740101,-0.0273438,-0.202454,-0.0499878,-0.977661
1533260489762120,-0.0263062,-0.212463,-0.0687256,-0.974426
1533260489785130,-0.0274658,-0.219666,-0.0821533,-0.971741
1533260489800146,-0.0310669,-0.225525,-0.0904541,-0.969604
1533260489823147,-0.0384521,-0.230713,-0.0924072,-0.967896
1533260489837166,-0.0443726,-0.233521,-0.0871582,-0.967468
1533260489865176,-0.0471191,-0.232727,-0.0769653,-0.968384
1533260489880186,-0.0502319,-0.229065,-0.0629883,-0.970093
