timestamp,roll,pitch,yaw
1533260488335558,0.0470479,-0.245657,-0.777778
1533260488357576,0.0442168,-0.243349,-0.777639
1533260488381577,0.0394287,-0.242107,-0.777472
1533260488398589,0.0365811,-0.240999,-0.777413
1533260488417603,0.0350548,-0.240711,-0.777878
1533260488448625,0.0336087,-0.241305,-0.778119
1533260488457631,0.0331086,-0.242584,-0.778409
1533260488510716,0.0341359,-0.243764,-0.778488
1533260488511714,0.0353271,-0.244745,-0.778457
1533260488520721,0.0361624,-0.245463,-0.778466
1533260488537773,0.0368637,-0.246506,-0.778491
1533260488560807,0.0374981,-0.247713,-0.778526
1533260488587826,0.0382834,-0.248211,-0.778946
1533260488636860,0.038813,-0.247739,-0.779375
1533260488637860,0.0362699,-0.247702,-0.779282
1533260488638848,0.0345117,-0.24763,-0.779327
1533260488657870,0.0349529,-0.247839,-0.779003
1533260488680929,0.0367406,-0.248306,-0.779004
1533260488696904,0.0380673,-0.248962,-0.778964
1533260488717919,0.0381827,-0.248915,-0.778975
1533260488756945,0.037082,-0.248834,-0.77896
1533260488759948,0.0356543,-0.248615,-0.778887
1533260488778041,0.0357696,-0.248568,-0.778898
1533260488800015,0.0365585,-0.248783,-0.779143
1533260488817019,0.0370345,-0.249252,-0.779225
1533260488838048,0.036935,-0.24957,-0.779505
1533260488868069,0.0366575,-0.249429,-0.779858
1533260488877076,0.0355244,-0.249504,-0.780116
1533260488898127,0.0340136,-0.249178,-0.77976
1533260488920197,0.0330799,-0.248615,-0.779461
1533260488937220,0.0330799,-0.248615,-0.779461
1533260488958281,0.0330799,-0.248615,-0.779461
1533260488980298,0.0324266,-0.247688,-0.779455
1533260488997310,0.0323935,-0.247576,-0.779585
1533260489034335,0.0339363,-0.247747,-0.779666
1533260489040327,0.0364274,-0.24887,-0.779946
1533260489058355,0.0386402,-0.250626,-0.780081
1533260489085403,0.0399605,-0.252888,-0.780038
1533260489100382,0.0404277,-0.255084,-0.779726
1533260489118379,0.0407305,-0.257212,-0.779386
1533260489145413,0.0421352,-0.259422,-0.77907
1533260489160424,0.0450368,-0.261425,-0.778696
1533260489178499,0.0479906,-0.263158,-0.7786
1533260489197545,0.0506645,-0.264428,-0.777719
1533260489227563,0.0489331,-0.266976,-0.776881
1533260489238570,0.0434509,-0.271898,-0.777424
1533260489265590,0.0299689,-0.279278,-0.778117
1533260489280649,0.00669446,-0.288969,-0.778593
1533260489311745,-0.0217735,-0.298637,-0.778414
1533260489317750,-0.0503172,-0.303396,-0.774491
1533260489347730,-0.0719438,-0.3023,-0.770234
