timestamp,x,y,z,w
1533862416971312,-0.425842,0.264832,-0.628601,0.594482
1533862416996280,-0.425781,0.264832,-0.628601,0.594482
1533862417009245,-0.425781,0.264832,-0.628601,0.594482
1533862417031166,-0.425781,0.264832,-0.628662,0.594482
1533862417055091,-0.425781,0.264832,-0.628601,0.594482
1533862417070053,-0.42572,0.265015,-0.628479,0.594543
1533862417091990,-0.425537,0.265015,-0.628479,0.594727
1533862417137867,-0.425537,0.265015,-0.628479,0.594727
1533862417139861,-0.425476,0.264954,-0.628479,0.594788
1533862417151844,-0.425476,0.264954,-0.628479,0.594788
1533862417174768,-0.425415,0.264832,-0.62854,0.594849
1533862417192720,-0.425415,0.264832,-0.62854,0.594849
1533862417220842,-0.425415,0.264832,-0.62854,0.594849
1533862417263530,-0.425171,0.264954,-0.628418,0.595032
1533862417273507,-0.424866,0.264954,-0.628418,0.595276
1533862417275511,-0.424866,0.264954,-0.628418,0.595276
1533862417294452,-0.424683,0.265076,-0.628418,0.595398
1533862417309408,-0.424683,0.265076,-0.628418,0.595398
1533862417331349,-0.424438,0.265076,-0.628418,0.595581
1533862417353294,-0.424072,0.265015,-0.628418,0.595886
1533862417371243,-0.423828,0.265137,-0.628418,0.596008
1533862417391193,-0.423645,0.265442,-0.628357,0.596008
1533862417413131,-0.423462,0.266052,-0.628113,0.596069
1533862417428091,-0.423157,0.266296,-0.628052,0.596313
1533862417451032,-0.423157,0.266296,-0.628052,0.596313
1533862417472974,-0.423157,0.266296,-0.628052,0.596313
1533862417487930,-0.423157,0.266296,-0.628052,0.596313
1533862417510868,-0.422852,0.265808,-0.628113,0.59668
1533862417533979,-0.422668,0.265198,-0.628235,0.596985
1533862417548768,-0.422791,0.264465,-0.628235,0.597168
1533862417570709,-0.423462,0.263367,-0.628479,0.596924
1533862417593651,-0.424438,0.262146,-0.628845,0.596375
1533862417608681,-0.425842,0.261169,-0.629089,0.59552
1533862417630591,-0.427063,0.260437,-0.629333,0.594788
1533862417653529,-0.427917,0.259583,-0.629639,0.594238
1533862417668492,-0.428772,0.258911,-0.630066,0.593445
1533862417690470,-0.430847,0.259216,-0.630005,0.591858
1533862417713369,-0.432983,0.259949,-0.6297,0.590271
1533862417729326,-0.43457,0.260681,-0.629395,0.589172
1533862417751271,-0.435181,0.260742,-0.629211,0.588867
1533862417775204,-0.43512,0.260559,-0.629456,0.588684
1533862417791162,-0.435486,0.260437,-0.629883,0.588013
1533862417811111,-0.4375,0.261475,-0.629639,0.586304
1533862417833053,-0.437744,0.26123,-0.629517,0.586365
1533862417850233,-0.437073,0.260681,-0.629333,0.587341
1533862417871169,-0.437134,0.260254,-0.629211,0.587585
1533862417893114,-0.437805,0.260254,-0.628967,0.587341
1533862417909349,-0.438171,0.260864,-0.628235,0.587646
1533862417931282,-0.438293,0.262939,-0.627075,0.58783
1533862417953222,-0.43634,0.263489,-0.626099,0.590088
1533862417976158,-0.433594,0.264282,-0.625122,0.592773
1533862417994315,-0.430176,0.266724,-0.622864,0.596558
1533862418013059,-0.425842,0.271423,-0.619202,0.601318
1533862418036001,-0.420166,0.276367,-0.61499,0.607361
1533862418050958,-0.413574,0.281799,-0.609619,0.614746
1533862418072899,-0.406311,0.28833,-0.603455,0.62262
1533862418095837,-0.39679,0.295715,-0.596619,0.631775
1533862418110801,-0.386475,0.304443,-0.588135,0.641907
1533862418133739,-0.376892,0.313782,-0.57843,0.651855
1533862418155693,-0.366638,0.323792,-0.56781,0.662109
1533862418170641,-0.355225,0.333557,-0.556641,0.672791
1533862418193580,-0.34259,0.343506,-0.544678,0.684082
1533862418218510,-0.330444,0.354248,-0.531006,0.695251
1533862418230491,-0.318848,0.365417,-0.515991,0.706055
1533862418254417,-0.307495,0.376465,-0.499756,0.716919
1533862418276493,-0.296509,0.387268,-0.482483,0.727539
1533862418293309,-0.287048,0.397949,-0.464233,0.737366
1533862418316255,-0.278992,0.407837,-0.446106,0.746216
1533862418336195,-0.270935,0.416626,-0.428223,0.7547
1533862418354164,-0.263367,0.424927,-0.410339,0.762695
1533862418375108,-0.257996,0.4328,-0.391907,0.769714
1533862418399027,-0.252991,0.439087,-0.37439,0.776489
1533862418413992,-0.247986,0.443542,-0.359009,0.782837
1533862418434931,-0.243713,0.446655,-0.342407,0.789795
1533862418455878,-0.23938,0.449158,-0.325378,0.796875
1533862418480818,-0.234375,0.450439,-0.309448,0.803955
1533862418493777,-0.229675,0.450012,-0.294495,0.811157
1533862418523697,-0.228149,0.449097,-0.280396,0.817078
1533862418532693,-0.226624,0.447388,-0.268005,0.822571
1533862418554610,-0.221252,0.445129,-0.258301,0.828369
1533862418576555,-0.216675,0.441833,-0.249146,0.834106
1533862418592513,-0.214966,0.438293,-0.239746,0.839111
1533862418615461,-0.214417,0.435364,-0.231201,0.843201
1533862418636392,-0.213684,0.433533,-0.224182,0.846191
1533862418653347,-0.213867,0.432007,-0.217773,0.848572
1533862418683267,-0.21637,0.43158,-0.212341,0.849548
1533862418696232,-0.220642,0.432556,-0.208069,0.84906
1533862418713187,-0.226379,0.427551,-0.206787,0.850403
1533862418735128,-0.228577,0.424377,-0.207336,0.851196
1533862418764051,-0.232239,0.420166,-0.209778,0.851746
1533862418773027,-0.240601,0.417603,-0.208862,0.850891
1533862418802946,-0.244446,0.416992,-0.210449,0.849731
1533862418817115,-0.2453,0.416321,-0.212585,0.849304
1533862418832870,-0.249451,0.417358,-0.212097,0.847656
1533862418855823,-0.25531,0.419373,-0.210876,0.845215
1533862418876752,-0.259033,0.421692,-0.210083,0.84314
1533862418900696,-0.260437,0.423401,-0.209778,0.841919
1533862418915645,-0.261108,0.424438,-0.208984,0.84137
1533862418936592,-0.262695,0.425049,-0.207458,0.840942
1533862418952547,-0.265015,0.425293,-0.205566,0.840576
1533862418975485,-0.266479,0.425476,-0.203979,0.840393
1533862419005405,-0.266602,0.425415,-0.202637,0.840759
1533862419013384,-0.266602,0.42511,-0.201416,0.841187
1533862419036327,-0.266968,0.424744,-0.200012,0.841614
1533862419049288,-0.2677,0.424927,-0.198853,0.841553
1533862419073224,-0.268066,0.424866,-0.197754,0.841736
1533862419095168,-0.267761,0.424744,-0.197083,0.842041
1533862419116109,-0.268066,0.424622,-0.196472,0.842102
1533862419133073,-0.268127,0.424255,-0.196045,0.842407
1533862419155008,-0.267883,0.423706,-0.195557,0.842896
1533862419177943,-0.268555,0.423218,-0.194397,0.84314
1533862419192903,-0.270325,0.423096,-0.19281,0.843018
1533862419215842,-0.271912,0.423157,-0.191345,0.842834
1533862419236789,-0.273315,0.42334,-0.190125,0.84259
1533862419252753,-0.275208,0.423706,-0.188965,0.84198
1533862419282675,-0.2771,0.424622,-0.187988,0.841187
1533862419296626,-0.278564,0.426025,-0.187378,0.840088
1533862419312583,-0.279297,0.427612,-0.187317,0.83905
1533862419335522,-0.280029,0.429199,-0.1875,0.837952
1533862419357466,-0.280945,0.430786,-0.187927,0.836731
1533862419373421,-0.281616,0.432678,-0.188904,0.835327
1533862419403345,-0.281921,0.434998,-0.190369,0.833679
1533862419416318,-0.282227,0.437683,-0.192261,0.831726
1533862419432265,-0.28186,0.440552,-0.194763,0.829773
1533862419455202,-0.281067,0.443848,-0.197693,0.827576
1533862419484128,-0.280029,0.447205,-0.200928,0.825317
1533862419492103,-0.278992,0.450928,-0.204529,0.822754
1533862419515042,-0.27771,0.454651,-0.208923,0.820068
1533862419537981,-0.277161,0.458496,-0.213867,0.816772
1533862419560936,-0.278442,0.462646,-0.21875,0.812683
1533862419575879,-0.280334,0.466309,-0.223999,0.808533
1533862419597821,-0.281738,0.469299,-0.230042,0.804626
1533862419612780,-0.283142,0.471924,-0.236755,0.800659
1533862419635720,-0.284912,0.474426,-0.244385,0.796204
1533862419657666,-0.28717,0.47644,-0.253113,0.791443
1533862419678640,-0.290405,0.477966,-0.263184,0.786072
1533862419695559,-0.295837,0.479248,-0.274353,0.779419
1533862419717627,-0.294434,0.480957,-0.283508,0.775574
1533862419739445,-0.303894,0.482727,-0.295349,0.766418
1533862419755399,-0.309082,0.483459,-0.304016,0.760437
1533862419778338,-0.316833,0.484192,-0.313416,0.75293
1533862419799285,-0.327209,0.484009,-0.320984,0.745361
1533862419821223,-0.336731,0.483459,-0.328613,0.738159
1533862419838187,-0.341919,0.482727,-0.334717,0.733459
1533862419867145,-0.345093,0.480835,-0.335938,0.732727
1533862419875083,-0.34436,0.477417,-0.340149,0.733337
1533862419898018,-0.344177,0.473328,-0.343323,0.734558
1533862419918965,-0.347351,0.468567,-0.346741,0.734558
1533862419935919,-0.353027,0.463013,-0.354614,0.731628
1533862419957858,-0.363831,0.462585,-0.354858,0.72644
1533862419979004,-0.374634,0.460571,-0.354919,0.722168
1533862419995757,-0.384949,0.455566,-0.358704,0.718018
1533862420017701,-0.39325,0.448059,-0.365295,0.714905
1533862420038645,-0.399353,0.439209,-0.37323,0.712952
1533862420055629,-0.403625,0.430542,-0.380676,0.711914
1533862420077541,-0.407959,0.422607,-0.38623,0.711182
1533862420099482,-0.412842,0.416077,-0.390076,0.710083
1533862420115436,-0.417114,0.410217,-0.39325,0.70929
1533862420145363,-0.419678,0.404785,-0.395874,0.709412
1533862420159319,-0.420715,0.399902,-0.397888,0.710449
1533862420175311,-0.42395,0.39624,-0.398621,0.710144
1533862420198216,-0.427917,0.393677,-0.396667,0.710327
1533862420219160,-0.429443,0.389587,-0.39624,0.711853
1533862420235120,-0.428528,0.385071,-0.397095,0.714417
1533862420258055,-0.427795,0.381592,-0.397583,0.716431
1533862420278999,-0.427917,0.378784,-0.39801,0.717651
1533862420294967,-0.428284,0.376099,-0.398743,0.718445
1533862420317895,-0.428284,0.373352,-0.399597,0.719421
1533862420338839,-0.427673,0.37085,-0.400696,0.720398
1533862420355793,-0.427368,0.369446,-0.401672,0.720764
1533862420377738,-0.427795,0.368896,-0.402344,0.720459
1533862420400674,-0.428406,0.368896,-0.402954,0.719727
1533862420422618,-0.428833,0.369385,-0.40332,0.718994
1533862420437578,-0.429504,0.370605,-0.403076,0.71814
1533862420460513,-0.430603,0.371887,-0.402649,0.717041
1533862420475473,-0.431763,0.372925,-0.401978,0.716187
1533862420498411,-0.431641,0.373901,-0.40094,0.716309
1533862420520353,-0.431274,0.375244,-0.398926,0.71698
1533862420541340,-0.431641,0.377319,-0.395569,0.717529
1533862420558292,-0.431519,0.3797,-0.391541,0.718567
1533862420580193,-0.429077,0.382813,-0.385315,0.721741
1533862420601141,-0.424622,0.386047,-0.377686,0.726624
1533862420618092,-0.420105,0.389893,-0.367981,0.732178
1533862420640041,-0.416016,0.39447,-0.35614,0.737854
1533862420660977,-0.412048,0.39978,-0.342834,0.74353
1533862420677949,-0.407593,0.404907,-0.328735,0.749512
1533862420700897,-0.4021,0.4104,-0.314697,0.755554
1533862420721814,-0.395996,0.416382,-0.30127,0.760925
1533862420745766,-0.389648,0.422668,-0.288452,0.765686
1533862420767701,-0.382813,0.429382,-0.276306,0.769836
1533862420781658,-0.375854,0.435242,-0.265076,0.773987
1533862420797621,-0.368591,0.43988,-0.254822,0.778259
1533862420820576,-0.360474,0.444397,-0.244385,0.782837
1533862420841498,-0.351196,0.449585,-0.233704,0.787354
1533862420857714,-0.34198,0.454651,-0.223755,0.791321
