1.50396E+12,0.651,0.042,-0.161,-0.741,0.309,0.155,-0.918,0.5,-0.938,1.688,-1,0,-1,-2,-1,-1,-3,-1
1.50396E+12,0.651,0.042,-0.161,-0.741,0.312,0.148,-0.916,-0.188,0.375,2,0,-2,0,-3,-6,-2,0,1
1.50396E+12,0.651,0.042,-0.161,-0.741,0.32,0.151,-0.918,-0.5,0,1.75,-2,-2,0,-2,-1,-3,-2,1
1.50396E+12,0.651,0.042,-0.16,-0.741,0.312,0.152,-0.918,-0.75,-0.75,1.5,0,1,1,0,3,0,-2,2
1.50396E+12,0.65,0.042,-0.16,-0.741,0.314,0.151,-0.912,-1.312,0,1.562,-2,-2,-3,-3,-4,-2,0,-2
1.50396E+12,0.65,0.042,-0.16,-0.741,0.322,0.148,-0.91,-1.062,0.75,1.125,3,-1,-2,1,-3,-2,-2,-5
1.50396E+12,0.65,0.042,-0.16,-0.741,0.312,0.136,-0.917,-1,-0.312,0.125,1,0,-3,4,1,-1,-2,-6
1.50396E+12,0.65,0.042,-0.16,-0.741,0.302,0.142,-0.922,-2.625,0,-0.625,-1,-1,0,-1,0,-1,0,-2
1.50396E+12,0.651,0.042,-0.161,-0.741,0.306,0.157,-0.915,-3,1.625,-1.188,3,0,-1,0,2,-1,0,4
1.50396E+12,0.651,0.042,-0.161,-0.741,0.317,0.165,-0.917,-2.875,2.938,-0.625,-1,-4,0,-3,6,0,0,5
1.50396E+12,0.651,0.042,-0.162,-0.741,0.326,0.171,-0.916,-1.062,1.125,-0.688,-2,-5,0,-1,-2,-2,-1,1
1.50396E+12,0.651,0.042,-0.162,-0.741,0.316,0.172,-0.903,-0.312,-0.062,-0.125,-4,-4,1,-3,-2,-2,-2,-5
1.50396E+12,0.651,0.042,-0.162,-0.741,0.309,0.159,-0.91,-1.188,1,-0.375,-2,-1,0,-1,-1,0,0,-2
1.50396E+12,0.651,0.042,-0.162,-0.74,0.318,0.151,-0.919,-1.25,2.188,-0.625,-4,1,-1,-1,-1,-1,-2,-2
1.50396E+12,0.651,0.043,-0.162,-0.74,0.32,0.159,-0.921,-1.75,2.125,-0.375,-4,0,-2,2,5,0,1,-3
1.50396E+12,0.651,0.043,-0.163,-0.74,0.319,0.16,-0.915,-1.75,1.312,-0.062,1,-3,-3,-1,-3,0,0,-3
1.50396E+12,0.651,0.043,-0.163,-0.74,0.318,0.159,-0.912,-1.875,1.688,-0.062,4,1,-4,-1,-1,0,0,6
1.50396E+12,0.651,0.043,-0.164,-0.74,0.314,0.163,-0.917,-2,2.438,-0.062,-2,1,-1,3,2,0,0,-1
1.50396E+12,0.651,0.043,-0.164,-0.74,0.325,0.162,-0.917,-1.25,2.375,0.188,-1,-1,1,-2,-4,-1,0,-1
1.50396E+12,0.651,0.043,-0.164,-0.74,0.324,0.162,-0.912,-0.562,1.5,0.188,0,-1,0,-4,-1,1,-1,-1
1.50396E+12,0.651,0.043,-0.164,-0.74,0.314,0.156,-0.914,-0.375,0.938,-0.312,-2,4,1,0,-1,-2,-1,-3
1.50396E+12,0.651,0.044,-0.164,-0.74,0.305,0.168,-0.914,-0.688,2.312,0.25,-3,0,-1,-2,0,-1,1,-4
1.50396E+12,0.651,0.044,-0.165,-0.74,0.321,0.17,-0.908,-0.562,3.688,0.812,-5,-4,0,-4,-3,0,-2,-2
1.50396E+12,0.651,0.044,-0.165,-0.74,0.331,0.169,-0.908,0.125,2.812,1.062,2,-2,-1,-1,-1,-3,0,0
1.50396E+12,0.651,0.045,-0.165,-0.74,0.327,0.16,-0.913,1.062,3,0.812,0,-2,-1,3,-5,1,-2,0
1.50396E+12,0.651,0.046,-0.165,-0.74,0.327,0.139,-0.919,1.375,1.938,-0.25,-2,-3,1,-3,3,-1,-2,1
1.50396E+12,0.651,0.046,-0.165,-0.74,0.318,0.147,-0.91,0.438,2.75,-0.562,0,2,-1,-1,-2,0,0,2
1.50396E+12,0.651,0.047,-0.166,-0.739,0.329,0.149,-0.915,0.062,4.375,-0.25,-8,-2,0,4,2,0,-1,-1
1.50396E+12,0.651,0.047,-0.166,-0.739,0.332,0.149,-0.912,-0.312,2.75,0.125,1,-2,-1,-3,-3,-2,-1,1
1.50396E+12,0.651,0.048,-0.166,-0.739,0.329,0.141,-0.908,-1,3.75,0.188,1,1,0,-4,-1,-1,0,-3
1.50396E+12,0.651,0.048,-0.167,-0.739,0.331,0.146,-0.913,-2,3.438,0.312,-1,-2,-1,0,3,0,-1,-3
1.50396E+12,0.651,0.048,-0.167,-0.739,0.332,0.15,-0.91,-3.312,3.312,0.438,2,-1,-3,-1,-1,1,-3,0
1.50396E+12,0.651,0.048,-0.168,-0.739,0.33,0.154,-0.901,-4.25,4.312,0.938,2,1,-1,-3,-5,-2,-1,-2
1.50396E+12,0.65,0.049,-0.169,-0.739,0.338,0.16,-0.91,-4.438,4.125,1.625,-2,-3,1,1,2,-2,0,-2
1.50396E+12,0.65,0.049,-0.17,-0.739,0.342,0.157,-0.903,-4.375,4.5,1.75,-1,3,-3,2,3,-2,1,-5
1.50396E+12,0.65,0.049,-0.171,-0.739,0.335,0.151,-0.913,-4.125,4,1.625,1,1,-2,-2,-2,-1,-2,-1
1.50396E+12,0.649,0.049,-0.172,-0.739,0.336,0.158,-0.91,-3.562,3.938,1.688,0,0,1,2,2,0,0,-1
1.50396E+12,0.649,0.049,-0.172,-0.739,0.333,0.166,-0.909,-3.188,5.5,1.688,2,1,3,-2,-1,0,0,1
1.50396E+12,0.649,0.05,-0.173,-0.74,0.334,0.171,-0.906,-2.562,5.25,2.438,-1,-1,0,0,-2,0,0,-4
1.50396E+12,0.648,0.05,-0.174,-0.74,0.297,0.239,-0.863,0.062,5.625,5.5,-3,-3,-2,-3,1,-1,0,-2
1.50396E+12,0.648,0.051,-0.176,-0.739,0.365,0.177,-0.942,-1.562,12.812,0.5,-3,-3,-1,-5,-3,-3,-3,0
1.50396E+12,0.647,0.053,-0.175,-0.74,0.354,0.125,-0.915,6.875,2.938,6.25,2,1,-2,-2,-9,-1,-2,-3
1.50396E+12,0.647,0.054,-0.174,-0.741,0.299,0.128,-0.892,3.875,2.938,6,2,-2,-1,-1,2,0,-2,4
1.50396E+12,0.646,0.055,-0.174,-0.741,0.336,0.173,-0.912,4.812,5.562,7.75,-3,0,-2,-2,-5,-1,-2,3
1.50396E+12,0.645,0.056,-0.175,-0.742,0.342,0.183,-0.893,1.812,6.375,6.562,3,-1,-1,-1,0,0,0,4
1.50396E+12,0.644,0.058,-0.176,-0.742,0.385,0.156,-0.889,2.438,7.625,7.75,3,-2,1,-3,0,1,1,4
1.50396E+12,0.644,0.059,-0.176,-0.742,0.375,0.149,-0.881,0.625,4.5,5.25,-4,-4,5,-2,0,-2,-1,0
1.50396E+12,0.643,0.059,-0.177,-0.743,0.366,0.144,-0.904,-0.375,3.562,6.75,1,2,-3,-1,-2,0,-1,0
1.50396E+12,0.642,0.06,-0.178,-0.743,0.391,0.172,-0.882,-2.75,3.562,4.875,-1,1,-2,0,-3,-1,0,-2
1.50396E+12,0.641,0.061,-0.179,-0.744,0.437,0.162,-0.87,-3.125,5.062,3.375,-3,-3,5,2,6,1,0,16
1.50396E+12,0.641,0.061,-0.179,-0.744,0.442,0.113,-0.89,-1.562,-3.375,0.438,-3,-1,1,-10,-9,-2,-1,16
1.50396E+12,0.642,0.06,-0.178,-0.744,0.37,0.103,-0.901,-1.75,-8.188,-3.688,0,0,-2,2,2,-1,0,0
1.50396E+12,0.642,0.059,-0.177,-0.743,0.31,0.106,-0.927,-2.812,-6.125,-4.75,2,-2,-2,-3,-2,-1,-2,-6
1.50396E+12,0.643,0.058,-0.177,-0.743,0.319,0.135,-0.91,-6.25,-1.5,-4.875,-4,0,-4,1,0,-3,0,-9
1.50396E+12,0.643,0.057,-0.177,-0.743,0.356,0.138,-0.906,-7.125,0.688,-4.375,-1,-1,-4,-1,-1,0,0,-6
1.50396E+12,0.644,0.057,-0.178,-0.742,0.371,0.144,-0.904,-6.75,1.125,-6.188,-1,1,-3,0,1,-2,-1,-6
1.50396E+12,0.644,0.055,-0.179,-0.741,0.356,0.174,-0.896,-7.438,-4.312,-5.812,0,2,-1,0,0,-1,-2,-5
1.50396E+12,0.645,0.054,-0.179,-0.741,0.332,0.206,-0.89,-6.5,-1.125,-5.562,4,1,-1,2,0,-2,-1,-7
1.50396E+12,0.646,0.053,-0.18,-0.74,0.365,0.209,-0.899,-5.688,-0.125,-3.812,2,0,2,-1,-1,1,0,2
1.50396E+12,0.646,0.052,-0.181,-0.74,0.387,0.208,-0.889,-2.812,-3.375,-1.188,-2,-1,0,-4,-2,1,-2,1
1.50396E+12,0.646,0.051,-0.18,-0.74,0.37,0.197,-0.888,0.625,-6.562,0.75,-1,-2,-1,-4,-6,-1,-1,2
1.50396E+12,0.646,0.051,-0.179,-0.741,0.355,0.18,-0.898,2.125,-7.562,1.812,-6,-3,-1,-1,-3,1,-1,-3
1.50396E+12,0.646,0.051,-0.177,-0.741,0.354,0.148,-0.897,3.25,-7.062,2.125,2,0,-3,3,2,-2,0,-2
1.50396E+12,0.646,0.051,-0.176,-0.742,0.348,0.139,-0.91,3.562,-8.188,1.688,-3,-2,-1,-1,0,-1,-1,-1
1.50396E+12,0.646,0.051,-0.174,-0.742,0.327,0.125,-0.906,3,-7.562,0.688,-1,-3,-1,-1,-2,-1,0,4
1.50396E+12,0.646,0.05,-0.173,-0.742,0.315,0.125,-0.919,0.062,-4.562,-1.625,4,2,-1,4,1,0,0,-2
1.50396E+12,0.646,0.05,-0.172,-0.742,0.326,0.122,-0.917,-1.438,-1.938,-1,-4,-2,1,-3,-2,-2,1,-5
1.50396E+12,0.646,0.05,-0.172,-0.742,0.326,0.135,-0.911,-2.875,1.188,-2,-3,-1,-2,0,0,-1,0,-3
1.50396E+12,0.647,0.05,-0.172,-0.741,0.339,0.137,-0.907,-3.625,1.625,-3.188,2,1,0,-1,-1,-2,-2,-4
1.50396E+12,0.647,0.05,-0.173,-0.741,0.329,0.149,-0.903,-5.125,2.688,-3.438,1,-1,-2,-2,0,0,0,-4
1.50396E+12,0.647,0.049,-0.174,-0.741,0.342,0.171,-0.907,-6.062,3.875,-1.875,1,-1,1,-1,5,-1,-1,-1
1.50396E+12,0.647,0.049,-0.175,-0.74,0.364,0.172,-0.896,-5.812,3,-0.562,0,0,-1,-4,-3,1,-2,2
1.50396E+12,0.647,0.049,-0.176,-0.74,0.357,0.178,-0.899,-4.562,0.562,0.625,-1,0,2,-1,-2,0,0,4
1.50396E+12,0.647,0.048,-0.176,-0.741,0.356,0.179,-0.899,-3.625,-1.25,1.438,-8,-3,1,-2,-1,0,-1,-1
1.50396E+12,0.646,0.048,-0.176,-0.741,0.339,0.176,-0.907,-3.375,-2,2.188,3,1,-4,1,0,-2,-1,-7
1.50396E+12,0.646,0.047,-0.176,-0.741,0.34,0.17,-0.902,-2.812,-0.688,2.875,4,2,1,-2,-1,-1,-1,5
1.50396E+12,0.646,0.047,-0.176,-0.742,0.345,0.168,-0.903,-2.562,-1.438,3.375,-3,1,-1,-4,-2,-2,-1,-3
1.50396E+12,0.645,0.047,-0.176,-0.742,0.343,0.167,-0.901,-1.688,-1.375,2.438,-1,0,-1,0,-4,1,0,-2
1.50396E+12,0.645,0.047,-0.176,-0.742,0.337,0.167,-0.91,-1.375,-1.125,2.75,-7,-3,0,0,-2,-1,-1,1
1.50396E+12,0.645,0.047,-0.176,-0.742,0.331,0.147,-0.908,-1.438,-0.25,2.188,-5,-6,0,-2,-1,-2,-1,0
1.50396E+12,0.644,0.047,-0.176,-0.743,0.34,0.144,-0.909,-1.938,1.625,1,-2,0,-3,-1,-3,-2,0,-3
1.50396E+12,0.644,0.047,-0.176,-0.743,0.338,0.161,-0.901,-1.875,1.562,0.25,-1,-3,0,-1,-1,0,0,-1
1.50396E+12,0.644,0.047,-0.176,-0.743,0.347,0.165,-0.903,-1.5,1.75,0.438,-12,-3,2,-3,-2,-2,-2,3
1.50396E+12,0.644,0.048,-0.177,-0.742,0.358,0.168,-0.899,-1.062,1.688,0.438,0,-3,-2,1,5,-2,0,2
1.50396E+12,0.644,0.048,-0.177,-0.742,0.352,0.175,-0.902,-0.312,-0.312,0.062,5,3,-6,-2,-3,1,-2,-5
1.50396E+12,0.644,0.048,-0.177,-0.742,0.347,0.165,-0.91,0.5,-1,-0.125,5,2,-1,-4,1,1,0,18
1.50396E+12,0.644,0.048,-0.176,-0.742,0.344,0.163,-0.902,0.75,-0.25,0,2,-3,1,0,1,0,1,0
1.50396E+12,0.645,0.048,-0.176,-0.742,0.353,0.164,-0.898,1.438,-0.875,-0.25,-8,-1,-3,-1,-2,-2,-2,-14
1.50396E+12,0.645,0.049,-0.175,-0.742,0.343,0.16,-0.905,2,-1.438,-0.625,10,2,6,-5,2,0,-2,4
1.50396E+12,0.645,0.049,-0.175,-0.742,0.341,0.166,-0.9,1.75,-0.25,-0.5,2,1,0,1,10,1,2,-1
1.50396E+12,0.645,0.049,-0.175,-0.742,0.351,0.173,-0.905,2.062,-0.812,0,-4,1,0,2,-1,0,-1,-7
1.50396E+12,0.645,0.049,-0.174,-0.742,0.352,0.17,-0.9,2.062,-2.438,-0.562,6,0,4,0,0,-1,-1,10
1.50396E+12,0.645,0.049,-0.174,-0.742,0.34,0.154,-0.9,2.625,-2.125,0.688,2,1,-4,2,-2,-3,-1,3
1.50396E+12,0.646,0.05,-0.173,-0.742,0.353,0.149,-0.908,1.625,-2.125,-0.75,0,4,-4,1,-3,0,-1,-1
1.50396E+12,0.646,0.05,-0.172,-0.742,0.342,0.14,-0.908,1.812,-3.125,-0.938,1,0,2,0,3,0,1,6
1.50396E+12,0.646,0.05,-0.172,-0.742,0.336,0.15,-0.905,0.438,-2,-0.75,0,-1,-3,-3,-3,-1,-1,-1
1.50396E+12,0.646,0.05,-0.171,-0.742,0.338,0.149,-0.914,-0.375,-1.562,-1.25,0,0,-5,-1,-3,0,-3,-12
1.50396E+12,0.646,0.05,-0.171,-0.742,0.335,0.143,-0.902,-0.5,-1.25,-1.188,0,0,-4,5,1,0,-1,-19
1.50396E+12,0.646,0.05,-0.171,-0.742,0.342,0.155,-0.904,-0.938,-1.375,-0.625,0,-1,0,-5,-4,-1,0,10
1.50396E+12,0.646,0.049,-0.171,-0.742,0.346,0.172,-0.899,-0.438,-1.438,0.75,-5,-2,0,0,0,-1,0,1
1.50396E+12,0.646,0.05,-0.171,-0.742,0.35,0.164,-0.899,0.562,-1.75,1.188,-1,0,-2,2,-6,-2,1,5
1.50396E+12,0.646,0.049,-0.17,-0.742,0.347,0.164,-0.906,1.312,-4.25,0.875,-1,-4,3,-4,-2,-2,0,6
1.50396E+12,0.646,0.049,-0.169,-0.742,0.335,0.164,-0.91,2.188,-4.438,0.438,9,0,3,-2,2,-1,-1,19
1.50396E+12,0.647,0.049,-0.168,-0.742,0.321,0.153,-0.91,3,-4.062,0.375,0,4,-1,-5,-5,1,0,4
1.50396E+12,0.647,0.049,-0.167,-0.743,0.327,0.151,-0.913,2.188,-2.688,1.5,-6,-4,-2,-1,-2,-3,-3,-10
1.50396E+12,0.647,0.05,-0.167,-0.743,0.338,0.143,-0.909,2,-2.062,0.438,2,-2,-1,0,1,-1,0,-1
1.50396E+12,0.647,0.05,-0.166,-0.743,0.332,0.134,-0.907,1.625,-2.312,0.688,-2,1,-1,2,-6,-1,-1,-3
1.50396E+12,0.647,0.05,-0.165,-0.743,0.331,0.133,-0.917,1.188,-2.688,1,-6,-5,0,-2,1,1,-1,-5
1.50396E+12,0.647,0.05,-0.165,-0.743,0.328,0.134,-0.906,0.188,-1.562,0.688,-4,-1,0,1,2,-1,0,-7
1.50396E+12,0.646,0.05,-0.164,-0.743,0.333,0.142,-0.915,-0.375,-1.312,1.375,2,3,-2,3,2,1,0,-5
1.50396E+12,0.646,0.05,-0.164,-0.743,0.338,0.15,-0.913,-0.562,-1.562,1.062,-7,-3,-1,-2,-1,-1,1,-5
1.50396E+12,0.646,0.05,-0.164,-0.744,0.324,0.139,-0.917,-0.25,-1.5,1.062,0,1,-2,0,0,-3,-2,-2
1.50396E+12,0.646,0.05,-0.164,-0.744,0.315,0.142,-0.917,-0.562,-1.688,0.312,0,-1,-1,-1,-1,-3,-1,-10
1.50396E+12,0.646,0.05,-0.163,-0.744,0.317,0.15,-0.92,-1.188,0.062,0.688,-15,-8,-2,-1,-2,-2,-2,-7
1.50396E+12,0.646,0.05,-0.164,-0.744,0.333,0.154,-0.917,-1.375,1.312,0.688,-8,-4,-1,-2,-2,-3,-3,-5
1.50396E+12,0.646,0.05,-0.164,-0.744,0.341,0.15,-0.908,-0.812,-0.312,0.188,3,0,-1,1,-2,0,0,-1
1.50396E+12,0.646,0.05,-0.164,-0.744,0.331,0.139,-0.915,-0.312,-0.688,-0.125,5,1,-3,-1,-12,-2,-1,-1
1.50396E+12,0.646,0.05,-0.163,-0.744,0.321,0.144,-0.919,-0.562,-1.312,-0.438,2,2,2,-3,-4,-1,1,3
1.50396E+12,0.646,0.05,-0.163,-0.744,0.325,0.145,-0.914,-0.562,0.188,-0.625,1,1,2,-2,3,-1,-2,1
1.50396E+12,0.646,0.05,-0.163,-0.744,0.334,0.149,-0.906,-0.562,-0.125,0.062,-5,-3,-3,-5,1,-2,-3,-1
1.50396E+12,0.646,0.05,-0.163,-0.744,0.337,0.14,-0.914,-0.062,-0.312,-0.562,-3,-1,0,-3,3,1,0,-3
1.50396E+12,0.646,0.05,-0.163,-0.744,0.334,0.137,-0.91,-0.312,-1.188,-0.812,3,0,-1,1,0,1,0,-2
1.50396E+12,0.647,0.05,-0.163,-0.743,0.327,0.146,-0.916,-0.5,-0.812,-1.375,-5,-5,-1,4,1,-1,0,-1
1.50396E+12,0.647,0.05,-0.163,-0.743,0.326,0.145,-0.91,-0.375,-1.062,-1.375,2,0,-1,1,3,-3,2,-2
1.50396E+12,0.647,0.05,-0.163,-0.743,0.32,0.152,-0.915,-1.188,0.312,-1,3,0,-3,3,3,1,1,0
1.50396E+12,0.647,0.05,-0.163,-0.743,0.333,0.149,-0.913,-0.875,0.938,-0.875,-1,0,-1,0,-1,0,-3,-4
1.50396E+12,0.647,0.05,-0.163,-0.743,0.326,0.143,-0.91,-0.562,0.188,-1,3,3,1,-1,4,-1,-1,2
1.50396E+12,0.648,0.05,-0.163,-0.743,0.316,0.143,-0.918,-0.625,0.875,-1.125,3,0,1,0,1,-1,1,-2
1.50396E+12,0.648,0.05,-0.163,-0.742,0.326,0.143,-0.916,-1.062,1.5,-2.125,1,-1,-2,-11,1,-1,-1,-2
1.50396E+12,0.648,0.05,-0.164,-0.742,0.331,0.146,-0.912,-1.188,3,-1.375,0,1,0,1,-3,0,-1,-5
1.50396E+12,0.648,0.051,-0.164,-0.742,0.343,0.141,-0.919,-0.562,2.312,-1.312,-1,-2,-2,1,-2,-2,0,-3
1.50396E+12,0.648,0.051,-0.164,-0.742,0.333,0.136,-0.907,-1,1.688,-1.062,-6,-2,-1,-5,-5,-1,-1,-5
1.50396E+12,0.648,0.051,-0.164,-0.742,0.327,0.145,-0.916,-1.375,2.062,-0.25,2,1,2,1,1,-1,-1,-3
1.50396E+12,0.648,0.051,-0.165,-0.742,0.34,0.155,-0.911,-1.938,1.562,0.125,1,0,-3,1,-2,-4,-4,-1
1.50396E+12,0.648,0.051,-0.165,-0.742,0.342,0.157,-0.905,-1.5,1.562,0.875,-5,-2,2,-4,-3,-1,0,-2
1.50396E+12,0.648,0.051,-0.165,-0.742,0.337,0.149,-0.911,-1.188,0.25,1.312,-3,-1,1,-2,1,1,1,0
1.50396E+12,0.648,0.051,-0.165,-0.742,0.336,0.148,-0.914,-1,-1,1.688,2,-1,-2,-2,-3,1,-2,2
1.50396E+12,0.648,0.051,-0.165,-0.742,0.33,0.14,-0.911,-0.938,-0.5,1.5,-4,-2,1,0,5,0,-2,-1
1.50396E+12,0.647,0.051,-0.165,-0.742,0.33,0.148,-0.916,-1.562,0,1.875,-3,0,6,-7,-3,0,3,6
1.50396E+12,0.647,0.051,-0.165,-0.742,0.333,0.149,-0.918,-1.312,-0.688,2.125,2,1,-2,1,1,-2,-1,0
1.50396E+12,0.647,0.051,-0.165,-0.743,0.341,0.144,-0.909,-1.062,0.125,2.188,-2,-3,-3,-3,-9,-3,-2,-5
1.50396E+12,0.647,0.051,-0.165,-0.743,0.336,0.15,-0.913,-0.5,-1,2.312,-3,-3,1,-3,-2,0,-1,-3
1.50396E+12,0.647,0.052,-0.164,-0.743,0.333,0.134,-0.913,-0.375,-1.312,1.688,0,-1,-2,2,-1,0,-1,-2
1.50396E+12,0.646,0.051,-0.164,-0.743,0.327,0.143,-0.906,-0.812,-1.312,1.562,6,1,1,-4,-5,-3,-1,3
