timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
655959479583,-37,3,13,12,41,-8,0,-14
655959479583,31,-24,-20,-23,-56,-10,-14,0
655959484794,3,5,-5,-20,11,3,3,5
655959484794,-30,2,10,18,-3,9,7,-7
655959485511,17,-8,-8,-9,-6,-12,-9,-3
655959485511,9,10,8,10,27,-1,3,7
655959487155,-18,1,7,5,-4,4,1,-6
655959487155,-4,-12,-19,16,-5,-8,-6,-6
655959490679,27,2,3,3,-19,1,-1,8
655959490679,-21,4,-1,8,36,1,4,-5
655959497632,-12,-2,5,-4,-30,8,0,0
655959497632,21,-4,3,-8,-4,-11,-8,1
655959498414,-4,-3,-15,3,-12,9,4,4
655959498414,-19,3,16,20,7,1,5,-2
655959511958,10,-4,-7,21,-3,-11,-8,-4
655959511958,10,5,13,-25,30,-2,3,8
655959519419,-15,-5,-11,-15,-32,8,5,-2
655959519419,-6,-3,-3,-15,-11,0,-3,-6
655959534423,14,-3,6,15,11,-6,-4,2
655959534423,-5,0,-6,5,1,6,2,-2
655959542182,-6,6,-1,-7,7,-2,-4,-5
655959542182,4,-3,0,7,-1,-1,-3,0
655959557792,1,0,-3,3,-2,-3,-2,0
655959557792,-5,-1,-2,-23,-2,2,0,-4
655959558603,4,1,0,32,2,-4,-4,1
655959558603,0,1,-7,-25,-11,-1,1,1
655959581583,-10,-6,-2,7,5,-3,-2,-1
655959581583,3,-2,-5,-3,-11,-4,-4,-3
655959583559,3,0,-2,-8,3,1,3,2
655959583559,-8,-1,10,28,3,3,-1,-2
655959595948,-2,-1,6,-22,6,-3,-2,-3
655959595948,2,-7,-25,-21,-8,-4,-6,0
655959602195,-3,-4,6,33,-6,0,-2,-3
655959602195,-3,5,3,-14,3,-1,-1,-3
655959617928,2,-2,-15,-2,-7,-1,0,0
655959617928,1,-2,4,18,-2,1,1,1
655959618606,-2,5,12,-20,9,-2,-1,-1
655959618606,2,-2,-3,-18,-11,-5,-3,-2
655959644216,-3,0,5,11,2,-1,1,0
655959644216,-4,1,0,-18,6,0,0,-1
655959645214,0,3,-2,9,-7,-2,-2,0
655959645214,3,-8,0,8,6,-3,0,1
655959655720,-3,0,-6,-20,-9,3,4,-1
655959655720,0,3,-1,-1,1,1,-2,-1
655959662228,-3,-6,6,21,-5,-6,-4,-3
655959662228,-4,3,-2,27,1,2,-1,-2
655959677164,-1,1,-8,-53,3,-2,1,-4
655959677164,-2,1,-5,29,-6,-2,0,-1
655959718827,-41,1,22,28,11,8,6,-12
655959718827,15,-10,-6,-13,-18,-17,-11,-4
655959719508,16,7,2,34,7,4,3,8
655959719508,-26,0,-1,-10,-2,5,3,-5
655959722558,4,-8,-8,-5,-6,-12,-7,-5
655959722558,21,4,-2,3,4,3,6,11
655959723376,-16,1,5,-16,0,7,6,-1
655959723376,-18,-4,9,4,-11,-7,-9,-14
655959730969,30,-3,-10,-17,-5,-6,-9,5
655959730969,-11,4,5,2,3,6,9,8
655959737136,-21,0,3,-2,2,-2,-6,-11
655959737136,24,1,-8,-3,-6,-7,-1,5
655959753410,4,1,-4,12,0,4,6,4
655959753410,-19,-3,-3,-9,1,-4,-20,-29
655959759477,10,-2,-7,2,-1,-3,-14,8
655959759477,-26,-1,-12,3,-2,-5,-10,8
655959768441,5,1,12,2,2,4,8,9
655959768441,-26,-4,-4,1,-2,-4,3,-7
655959790916,28,2,-6,0,-5,-4,-2,-2
655959790916,6,-20,-17,-4,-3,-3,-4,4
655959792440,-9,2,-5,-40,1,2,3,-9
655959792440,6,-3,-9,-36,-9,-4,2,0
655959805177,-2,-2,-1,-7,-7,-4,2,0
655959805177,-1,0,6,21,9,5,1,-6
655959811980,1,-1,-7,-6,-3,-5,-8,-1
655959811980,10,4,1,14,2,5,1,2
655959827422,-13,-6,-4,-6,0,-1,3,-5
655959827422,1,-1,7,13,-2,-2,3,-2
655959835932,6,2,3,11,9,-5,-5,2
655959835932,-7,4,5,2,-9,5,4,1
655959850838,-11,-6,-1,8,-12,-6,-1,-7
655959850838,16,-4,-8,-4,11,-2,-4,2
655959852435,-11,-1,-7,-3,-23,3,1,-2
655959852435,-4,-5,4,-14,14,-5,-3,-1
655959865252,0,-5,-5,-34,0,-4,-6,-3
655959865252,-1,6,5,3,-15,-1,5,-2
655959871988,-8,-5,-5,-11,5,-4,-1,-3
655959871988,-1,-5,0,22,-2,3,-1,-1
655959888396,1,-1,-6,-34,-4,-2,-1,2
655959888396,-3,-1,15,10,-17,1,-2,-2
655959889900,-5,-2,3,-17,2,-4,0,-7
655959889900,3,2,-10,10,-1,-4,-5,2
655959910902,-2,-2,1,-19,13,-1,-1,-1
655959910902,-1,3,-3,-1,5,-3,-1,-3
655959912448,4,0,5,14,-8,-1,-3,-1
655959912448,0,-4,2,-3,7,2,-1,-2
655959924512,10,23,19,30,-2,1,0,-1
655959924512,-6,4,0,-15,-5,0,1,-4
655959933428,22,-7,4,20,1,-2,-4,8
655959933428,-47,-2,-8,-25,1,5,8,1
655959948400,-5,-33,0,32,-6,-2,3,5
655959948400,18,25,-9,-20,4,0,-10,-12
655959949907,1,5,-10,-10,2,-2,-6,5
655959949907,8,-5,4,21,-1,-1,0,3
655959970966,-6,-6,8,20,-11,-3,-3,5
655959970966,-6,-9,3,-7,3,-6,-8,7
655959972492,-10,-3,-1,8,5,2,-10,-17
655959972492,26,3,20,-2,-9,-2,4,8
655959984470,-8,1,-23,-25,2,2,5,-6
655959984470,3,-3,2,8,4,3,9,1
655959993492,1,2,-4,-2,-1,-5,2,-2
655959993492,2,-2,-4,26,-3,-1,-4,-1
655960008365,-5,4,4,2,-9,0,1,-4
655960008365,-10,-11,-10,1,13,-4,-4,-7
655960010006,1,0,8,-1,5,1,2,6
655960010006,-4,1,-8,-23,-20,-3,-4,-6
655960030812,-11,-4,-2,-18,-22,5,-1,-4
