timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1533864170975852,-1,3,-25,-2,1,0,0,-1
1533864170975852,4,0,20,0,-1,-3,-2,-2
1533864170976848,0,0,55,0,0,0,-1,-1
1533864170976848,1,7,66,4,2,-2,-1,0
1533864170978844,-4,-11,6,3,0,-1,0,0
1533864170978844,-1,1,-4,-4,-2,-4,-1,-2
1533864170978844,0,-2,-20,-4,-9,2,1,1
1533864170978844,-2,-5,-53,6,3,-2,-1,-3
1533864170985824,1,2,49,4,7,1,0,-1
1533864170985824,-1,17,27,14,-6,-5,-5,-2
1533864170991808,-3,-10,-15,-19,-4,-1,-1,0
1533864170991808,1,-8,58,5,-1,-5,0,0
1533864171006768,-2,-1,-18,0,-1,3,-1,0
1533864171006768,-1,-9,-25,-3,3,0,1,-1
1533864171015745,0,6,6,2,-1,-3,0,-1
1533864171015745,0,18,-9,-9,0,-1,-5,-3
1533864171023723,0,-7,-16,-10,3,-5,-1,-2
1533864171023723,-1,-7,-68,-1,-7,-3,-3,-4
1533864171045664,-2,-4,21,9,2,0,2,0
1533864171045664,0,4,-11,-8,-3,2,1,1
1533864171086589,-1,0,-8,-10,-8,-3,-3,-1
1533864171086589,-1,1,2,-9,-2,0,0,-1
1533864171087553,0,-2,-6,-5,-1,-1,-1,0
1533864171087553,3,-1,21,-2,-1,-2,0,0
1533864171090545,1,9,-3,0,1,-1,-1,-1
1533864171090545,-1,-6,2,7,0,-2,-2,-1
1533864171090545,-1,-1,1,-11,-9,-1,0,-1
1533864171090545,-4,-2,-9,1,2,-1,-2,-3
1533864171097756,1,-2,-7,-6,1,-2,-2,-2
1533864171097756,1,5,42,1,-9,-1,0,-1
1533864171104541,-4,-5,-25,-4,1,1,-2,1
1533864171104541,0,-3,44,9,3,-1,1,0
1533864171112533,-2,-17,16,-4,-2,-1,-1,0
1533864171112533,-1,2,-73,-2,0,-2,-3,-4
1533864171127482,-2,-8,-43,2,1,-3,-2,-2
1533864171127482,-2,4,36,-5,-3,-1,-1,0
1533864171134463,-4,-1,-10,5,4,2,0,0
1533864171134463,0,-1,-3,-4,0,0,0,1
1533864171158413,0,1,-31,-5,2,1,0,-2
1533864171158413,-1,-5,-45,-11,-10,-2,-2,-2
1533864171159405,1,-3,-17,-5,-5,-2,1,-1
1533864171159405,0,5,8,11,-1,-7,-3,-2
1533864171172363,-2,1,13,-4,2,5,-1,-3
1533864171172363,-1,1,-11,-5,-2,-1,-1,-2
1533864171173356,-1,-3,8,6,-6,-2,0,0
1533864171173356,-2,0,-4,-5,-7,-2,0,0
1533864171195302,1,4,9,1,3,-5,0,-1
1533864171195302,0,-9,20,2,2,2,0,0
1533864171196297,-1,6,7,-13,-3,-4,-1,-2
1533864171196297,0,3,-18,-4,2,-1,-4,-2
1533864171218254,-3,0,27,10,3,-1,-1,0
1533864171218254,-3,0,-5,-10,-10,-2,-1,-1
1533864171219265,-1,15,-11,6,1,2,0,-2
1533864171219265,-2,-7,24,-1,7,-2,-1,-1
1533864171232199,2,-3,10,-5,-5,1,0,-1
1533864171232199,-1,-3,-30,5,-1,-2,-2,-2
1533864171233196,-1,2,1,4,-2,-2,-2,-1
1533864171233196,-1,-4,-6,-9,-2,2,1,-3
1533864171255157,1,2,7,-3,1,0,-3,-2
1533864171255157,0,2,-6,0,3,-2,-1,-3
1533864171256135,-2,-5,4,-1,3,-1,0,-1
1533864171256135,0,-4,10,-4,-2,1,1,0
1533864171278077,1,-1,7,9,-4,-3,1,1
1533864171278077,-2,-3,-12,-2,-1,-3,-2,-1
1533864171279074,-4,-5,2,5,0,-3,-4,-2
1533864171279074,-1,-4,-2,1,3,2,0,-2
1533864171293039,-3,1,-14,-8,-5,-3,-1,-1
1533864171293039,0,4,-8,-1,-2,2,1,-1
1533864171293039,-2,-21,-17,-5,-3,0,-2,-2
1533864171293039,0,0,17,3,2,-1,1,2
1533864171315226,-2,-2,-19,-4,-5,-1,-2,-3
1533864171315226,1,5,58,14,6,-1,0,0
1533864171316223,1,3,3,1,-1,1,-1,2
1533864171316223,-4,-6,-79,-16,-2,-3,-3,-3
1533864171338180,-1,-10,8,1,0,0,1,1
1533864171338180,-1,-2,-20,0,4,-1,-1,-1
1533864171339162,-2,9,5,8,3,-2,1,-2
1533864171339162,0,-6,-1,-5,-16,-5,-3,-4
1533864171352127,-1,2,-3,-1,-4,-3,-1,-3
1533864171352127,-1,0,-13,-10,-5,-2,-3,0
1533864171353140,1,1,-10,-2,4,0,-3,-1
1533864171353140,-1,1,11,-1,-4,0,0,-1
1533864171375075,-2,0,4,1,9,2,-1,0
1533864171375075,0,5,12,-1,-8,0,1,0
1533864171376063,-1,-22,14,-3,-2,0,1,-1
1533864171376063,-3,-2,6,11,2,-2,-3,-2
1533864171398005,0,-6,9,-2,-3,0,-1,-2
1533864171398005,-3,-14,-21,-2,6,1,0,0
1533864171399002,-4,6,-3,4,1,-2,-1,-2
1533864171399002,2,2,9,-2,2,0,0,-1
1533864171412999,-1,1,0,2,-11,-5,-1,-1
1533864171412999,1,3,-1,-2,-7,-3,-1,1
1533864171413963,0,-1,0,-7,-2,-3,0,-1
1533864171413963,-2,-1,-73,-4,3,0,-1,0
1533864171435113,1,1,13,-2,0,-3,-1,0
1533864171435113,-1,1,-5,-4,2,2,-1,-2
1533864171435902,0,-1,14,8,-3,-1,-1,-1
1533864171435902,-3,-1,0,0,-1,1,0,-1
1533864171465857,0,13,-26,-8,-1,-2,-3,-3
1533864171465857,-3,-11,-23,-6,-10,-4,-2,-4
1533864171466855,2,17,66,3,5,1,0,0
1533864171466855,-3,4,37,0,-3,-3,0,0
1533864171472804,-5,-4,-1,1,-2,-3,1,0
1533864171472804,-1,0,-1,-3,3,-1,-2,-1
1533864171473811,1,-3,13,0,5,1,0,1
1533864171473811,1,2,8,-4,-15,-1,-3,0
1533864171494746,1,2,46,6,2,-2,-1,0
1533864171494746,-1,-1,-25,-5,-1,-3,-4,-2
1533864171495742,-1,-2,-30,-9,-1,-1,-1,-2
1533864171495742,-1,1,19,4,7,2,1,-1
1533864171517767,0,-6,-15,0,-1,1,2,-2
1533864171517767,-3,-4,-3,6,3,-3,-1,0
1533864171518764,-4,-2,-23,-4,-6,0,0,0
1533864171518764,-1,-2,19,3,4,0,2,0
1533864171532758,0,-1,-13,-6,-3,-4,-3,-2
1533864171532758,0,2,2,-9,-5,-1,-2,-1
1533864171533724,-3,-3,-7,7,0,-1,-1,-1
1533864171533724,1,-1,67,3,3,-2,-1,1
1533864171554668,-2,-4,4,9,1,-1,1,0
1533864171554668,0,0,-13,-8,-1,0,-1,0
1533864171555681,-2,-2,-37,-3,-4,-1,-2,-2
1533864171555681,-1,-14,-20,-4,1,0,-1,-2
1533864171578624,4,13,102,12,5,1,-1,0
1533864171578624,-1,8,19,1,-8,-3,1,2
