timestamp,roll,pitch,yaw
1533864170797329,-0.927505,-0.163195,-1.39898
1533864170821269,-0.929414,-0.16309,-1.39784
1533864170842208,-0.930319,-0.162895,-1.39732
1533864170857168,-0.930319,-0.162895,-1.39732
1533864170882102,-0.930229,-0.162977,-1.39725
1533864170902056,-0.930229,-0.162977,-1.39725
1533864170917008,-0.930217,-0.163054,-1.3974
1533864170972860,-0.931178,-0.163008,-1.39739
1533864170974853,-0.931178,-0.163008,-1.39739
1533864170979842,-0.931178,-0.163008,-1.39739
1533864171000824,-0.931207,-0.162979,-1.3974
1533864171022726,-0.931207,-0.162979,-1.3974
1533864171074587,-0.931207,-0.162979,-1.3974
1533864171084568,-0.931081,-0.162905,-1.3974
1533864171085558,-0.930991,-0.162986,-1.39733
1533864171098557,-0.931703,-0.162971,-1.39721
1533864171119500,-0.932495,-0.163011,-1.39693
1533864171142442,-0.932894,-0.162901,-1.39674
1533864171160390,-0.932894,-0.162901,-1.39674
1533864171187319,-0.933564,-0.162545,-1.39676
1533864171202324,-0.934763,-0.162159,-1.39663
1533864171220232,-0.936204,-0.161998,-1.39665
1533864171247162,-0.936639,-0.162042,-1.39641
1533864171262119,-0.936591,-0.162464,-1.39621
1533864171280071,-0.937074,-0.162974,-1.39615
1533864171299270,-0.937721,-0.163273,-1.39605
1533864171322227,-0.938576,-0.1637,-1.39579
1533864171340159,-0.939293,-0.164131,-1.39567
1533864171359112,-0.939675,-0.1648,-1.39569
1533864171382050,-0.939748,-0.165499,-1.39595
1533864171400034,-0.940392,-0.16606,-1.39593
1533864171418968,-0.941164,-0.166696,-1.39591
1533864171441890,-0.941821,-0.167179,-1.39574
1533864171467818,-0.942488,-0.167527,-1.39581
1533864171479785,-0.942776,-0.16771,-1.39548
1533864171502031,-0.943267,-0.167958,-1.39534
1533864171519761,-0.943912,-0.16813,-1.39493
1533864171539740,-0.945,-0.168031,-1.39463
1533864171561650,-0.946093,-0.16767,-1.39424
1533864171579601,-0.947143,-0.167026,-1.39362
1533864171599551,-0.948243,-0.166458,-1.39278
1533864171622493,-0.948916,-0.165769,-1.39204
1533864171639441,-0.949229,-0.165085,-1.39135
1533864171661382,-0.950131,-0.16431,-1.39053
1533864171682559,-0.950861,-0.163881,-1.38952
1533864171699527,-0.951089,-0.163512,-1.38828
1533864171720465,-0.950894,-0.163521,-1.38672
1533864171742402,-0.950758,-0.163791,-1.38488
1533864171760351,-0.950766,-0.163794,-1.38283
1533864171782292,-0.950242,-0.163712,-1.38065
1533864171802441,-0.949282,-0.163643,-1.37831
1533864171820190,-0.948081,-0.163353,-1.37581
1533864171841135,-0.94704,-0.162796,-1.37367
1533864171862259,-0.946561,-0.162174,-1.37139
1533864171880030,-0.94676,-0.161374,-1.36907
1533864171900980,-0.947698,-0.16034,-1.36675
1533864171921918,-0.948884,-0.159271,-1.36455
1533864171939872,-0.950238,-0.158165,-1.36223
1533864171960822,-0.951236,-0.157072,-1.35997
1533864171981758,-0.952868,-0.156159,-1.35785
1533864171999710,-0.955498,-0.154893,-1.35571
1533864172022649,-0.959153,-0.153375,-1.35333
1533864172041599,-0.962979,-0.15215,-1.35159
1533864172058553,-0.967275,-0.15075,-1.34978
1533864172081492,-0.971663,-0.14918,-1.34735
1533864172104441,-0.975782,-0.147533,-1.34504
1533864172125377,-0.980439,-0.14526,-1.3429
1533864172141335,-0.984457,-0.142715,-1.33995
1533864172164270,-0.986605,-0.141391,-1.33701
1533864172185232,-0.989909,-0.14139,-1.33456
1533864172209150,-0.999298,-0.142275,-1.33263
1533864172224129,-1.00642,-0.143674,-1.33054
1533864172245068,-1.01803,-0.145875,-1.32879
1533864172262017,-1.03381,-0.149624,-1.32692
1533864172283950,-1.05262,-0.151382,-1.32582
1533864172304911,-1.07156,-0.148287,-1.32666
1533864172320853,-1.08655,-0.147966,-1.32694
1533864172343789,-1.0992,-0.150712,-1.32478
1533864172364746,-1.10857,-0.149193,-1.32051
1533864172380692,-1.11482,-0.142703,-1.3143
1533864172404629,-1.12265,-0.134897,-1.30568
1533864172425575,-1.13476,-0.12292,-1.29222
1533864172440535,-1.14434,-0.110612,-1.27761
1533864172464467,-1.15208,-0.0983581,-1.26063
