timestamp,x,y,z,w
1533864170797329,-0.388062,0.231262,-0.601807,0.658569
1533864170821269,-0.388794,0.231628,-0.601196,0.65863
1533864170842208,-0.389099,0.231873,-0.600891,0.65863
1533864170857168,-0.389099,0.231873,-0.600891,0.65863
1533864170882102,-0.389099,0.231812,-0.600891,0.65863
1533864170902056,-0.389099,0.231812,-0.600891,0.65863
1533864170917008,-0.389099,0.231812,-0.600952,0.658569
1533864170972860,-0.389404,0.232117,-0.60083,0.658386
1533864170974853,-0.389404,0.232117,-0.60083,0.658386
1533864170979842,-0.389404,0.232117,-0.60083,0.658386
1533864171000824,-0.389404,0.232117,-0.60083,0.658447
1533864171022726,-0.389404,0.232117,-0.60083,0.658447
1533864171074587,-0.389404,0.232117,-0.60083,0.658447
1533864171084568,-0.389343,0.232117,-0.60083,0.658447
1533864171085558,-0.389343,0.232056,-0.60083,0.658447
1533864171098557,-0.389587,0.232239,-0.600708,0.658386
1533864171119500,-0.389893,0.232422,-0.600525,0.658264
1533864171142442,-0.390015,0.232544,-0.600403,0.658264
1533864171160390,-0.390015,0.232544,-0.600403,0.658264
1533864171187319,-0.390137,0.232849,-0.600281,0.658264
1533864171202324,-0.390442,0.233337,-0.600037,0.658081
1533864171220232,-0.390869,0.233826,-0.599854,0.657837
1533864171247162,-0.391052,0.233887,-0.599731,0.657837
1533864171262119,-0.391174,0.233704,-0.599731,0.657776
1533864171280071,-0.391479,0.233643,-0.599731,0.657654
1533864171299270,-0.391785,0.233704,-0.59967,0.657532
1533864171322227,-0.392212,0.233765,-0.599548,0.657349
1533864171340159,-0.392578,0.233826,-0.599487,0.657104
1533864171359112,-0.392883,0.233704,-0.599548,0.656921
1533864171382050,-0.393066,0.233521,-0.599731,0.656738
1533864171400034,-0.393433,0.233521,-0.599731,0.656494
1533864171418968,-0.39386,0.233521,-0.599731,0.65625
1533864171441890,-0.394226,0.233521,-0.59967,0.656067
1533864171467818,-0.394531,0.233582,-0.59967,0.655945
1533864171479785,-0.394714,0.233582,-0.599548,0.655823
1533864171502031,-0.394958,0.233582,-0.599487,0.655823
1533864171519761,-0.395264,0.233643,-0.599304,0.655762
1533864171539740,-0.39563,0.233948,-0.59906,0.65564
1533864171561650,-0.395935,0.234314,-0.598755,0.65564
1533864171579601,-0.396179,0.234741,-0.598328,0.655701
1533864171599551,-0.396484,0.235107,-0.597839,0.655823
1533864171622493,-0.396606,0.235413,-0.597412,0.656006
1533864171639441,-0.396606,0.235596,-0.597046,0.656311
1533864171661382,-0.39679,0.235962,-0.596558,0.656555
1533864171682559,-0.397034,0.236145,-0.596069,0.656738
1533864171699527,-0.397156,0.236084,-0.595581,0.657166
1533864171720465,-0.397278,0.235718,-0.595093,0.657654
1533864171742402,-0.397522,0.235229,-0.594543,0.658142
1533864171760351,-0.397766,0.234802,-0.593872,0.658813
1533864171782292,-0.397827,0.234253,-0.593201,0.659546
1533864171802441,-0.397766,0.233521,-0.592529,0.660461
1533864171820190,-0.397583,0.232788,-0.591797,0.661438
1533864171841135,-0.397339,0.232239,-0.591125,0.662415
1533864171862259,-0.397278,0.231873,-0.590332,0.663269
1533864171880030,-0.3974,0.23175,-0.589417,0.664063
1533864171900980,-0.397705,0.231934,-0.588379,0.664734
1533864171921918,-0.398071,0.232239,-0.587341,0.665283
1533864171939872,-0.398499,0.232544,-0.586243,0.665955
1533864171960822,-0.398804,0.232788,-0.585205,0.666565
1533864171981758,-0.399353,0.233154,-0.584167,0.667053
