timestamp,x,y,z
98217045927,-0.217285,0.780762,0.57959
98217060931,-0.213867,0.793457,0.580566
98217084627,-0.214844,0.787598,0.580566
98217105962,-0.21875,0.790039,0.578125
98217120911,-0.217773,0.790527,0.580078
98217144633,-0.214355,0.77832,0.573242
98217197780,-0.209473,0.783691,0.576172
98217198536,-0.220703,0.792969,0.573242
98217199352,-0.216309,0.788086,0.581055
98217219572,-0.217285,0.786621,0.585449
98217243063,-0.21582,0.785156,0.58252
98217257382,-0.209473,0.792969,0.57666
98217279496,-0.211426,0.786133,0.586426
98217308280,-0.226562,0.778809,0.580078
98217320895,-0.220215,0.788574,0.578125
98217347283,-0.220703,0.782227,0.586426
98217353293,-0.211426,0.783691,0.58252
98217375800,-0.218262,0.781738,0.575684
98217407054,-0.223633,0.784668,0.578125
98217413482,-0.217285,0.793457,0.584961
98217435781,-0.218262,0.785156,0.579102
98217459695,-0.217285,0.784668,0.581543
98217480735,-0.224121,0.780762,0.583008
98217495738,-0.218262,0.783691,0.57959
98217518234,-0.219238,0.790527,0.577637
98217533238,-0.219238,0.784668,0.584961
98217563279,-0.217285,0.787598,0.588379
98217578285,-0.220215,0.791992,0.578613
98217593230,-0.22998,0.78125,0.568848
98217615762,-0.223633,0.78418,0.572754
98217638265,-0.215332,0.802734,0.564941
98217653203,-0.220703,0.794922,0.57959
98217675773,-0.219238,0.773438,0.58252
98217698303,-0.205566,0.786133,0.551758
98217716150,-0.229492,0.843262,0.546875
98217735786,-0.203125,0.817871,0.560059
98217766453,-0.175293,0.768066,0.566406
98217774677,-0.170898,0.791504,0.562012
98217803277,-0.198242,0.828613,0.553223
98217818281,-0.212402,0.816895,0.549316
98217834740,-0.205078,0.796875,0.555664
98217855842,-0.208496,0.776367,0.564941
98217878319,-0.21582,0.787598,0.563965
98217894760,-0.219238,0.801758,0.567383
98217915851,-0.21875,0.808105,0.567383
98217938280,-0.222168,0.793945,0.577148
98217956174,-0.216797,0.766113,0.580078
98217975780,-0.213379,0.791992,0.578613
98218006558,-0.204102,0.815918,0.568848
98218022259,-0.207031,0.80127,0.572754
98218043431,-0.210449,0.786133,0.573242
98218061161,-0.222168,0.785156,0.575684
98218074718,-0.216797,0.785645,0.563477
98218097211,-0.224121,0.786133,0.56543
98218118324,-0.228027,0.788086,0.576172
98218136207,-0.204102,0.791016,0.578613
98218155784,-0.216797,0.797363,0.577637
98218178236,-0.217285,0.797852,0.578125
98218196168,-0.21582,0.793945,0.57959
98218215783,-0.210449,0.791016,0.577148
98218238427,-0.217773,0.78418,0.574707
98218263713,-0.216309,0.785156,0.580078
98218275975,-0.215332,0.791016,0.570801
98218298364,-0.21582,0.787598,0.566406
98218316214,-0.216309,0.785645,0.566895
98218354103,-0.22168,0.787109,0.57959
98218361201,-0.219727,0.797363,0.579102
98218376208,-0.215332,0.797363,0.574219
98218398736,-0.216797,0.788574,0.578125
98218419751,-0.21875,0.791016,0.578613
98218443696,-0.216797,0.791504,0.590332
98218458749,-0.215332,0.792969,0.583008
98218479792,-0.219727,0.783691,0.578613
98218496214,-0.223145,0.778809,0.578125
98218518662,-0.21875,0.792969,0.581543
98218541186,-0.216309,0.799316,0.57959
98218556190,-0.217285,0.79248,0.584473
98218578742,-0.220215,0.785645,0.581543
98218599796,-0.220703,0.783203,0.587891
98218616230,-0.220215,0.791504,0.574219
98218638665,-0.220215,0.780762,0.575684
