timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1533861573027880,19,7,1,-9,-27,6,-1,2
1533861573027880,-16,-3,-5,2,19,-13,-5,-2
1533861573033864,-6,-3,0,-2,-1,3,3,-3
1533861573033864,14,5,4,6,-7,10,3,3
1533861573034861,-9,-3,-6,-15,3,-15,-6,-1
1533861573034861,-5,-4,-2,0,-7,-2,1,-4
1533861573036857,9,2,2,-4,-12,5,-1,0
1533861573036857,-1,-2,-3,-1,-1,-5,-5,0
1533861573040845,-14,-6,-1,6,22,-4,-1,-3
1533861573040845,7,3,-10,-5,-13,8,2,-1
1533861573054808,7,-1,11,1,-10,-1,0,3
1533861573054808,-11,-4,-3,-1,9,-10,-2,-4
1533861573065778,-3,-3,2,4,-2,0,1,-2
1533861573065778,8,2,1,-4,-5,3,-2,0
1533861573069768,-8,-2,-9,3,9,-8,-4,-2
1533861573069768,-5,-4,-1,-2,3,0,1,-4
1533861573084730,4,0,0,3,-6,5,2,-1
1533861573084730,3,0,2,-4,-1,-1,-2,2
1533861573100788,-7,-2,-4,0,5,-6,-2,-1
1533861573100788,0,-1,2,-3,-6,1,-1,0
1533861573115649,1,-1,-1,7,-6,-1,-2,0
1533861573115649,-4,-4,1,-8,6,-2,-1,0
1533861573148557,18,5,6,-4,-19,14,3,2
1533861573148557,-1,0,-7,4,-2,-11,-6,0
1533861573149554,-15,-5,0,4,19,-6,-1,-6
1533861573149554,8,1,1,2,-13,7,0,-1
1533861573152545,4,0,-2,-3,-10,-2,-4,3
1533861573152545,-13,-4,-3,-2,17,-6,-3,-3
1533861573153543,3,-3,1,-10,-24,3,1,-3
1533861573153543,8,1,3,-9,-7,2,-2,0
1533861573160528,-15,-5,-9,18,19,-12,-4,-4
1533861573160528,-1,-2,2,-1,-4,6,3,-1
1533861573166512,11,3,2,3,-4,8,-1,3
1533861573166512,-7,-3,-5,4,4,-9,-4,-2
1533861573174491,-9,-3,1,-5,10,-2,-1,-3
1533861573174491,7,-1,2,-10,-18,4,1,0
1533861573189447,4,0,-2,2,-1,-6,-2,2
1533861573189447,-10,-3,6,-4,9,-5,1,-3
1533861573204411,-1,-2,-5,6,-5,2,1,-3
1533861573204411,6,3,-7,-3,-11,3,-1,-1
1533861573219371,-4,-4,17,5,7,-2,-2,2
1533861573219371,-3,-2,-12,-13,-8,1,1,-2
1533861573227350,4,0,4,3,1,1,-2,-2
1533861573227350,-3,0,-4,-15,-2,-3,-1,0
1533861573234331,-4,-2,-9,-2,-7,-2,0,-1
1533861573234331,-2,1,0,8,1,-1,-1,1
1533861573235324,0,1,0,-3,-3,-4,-2,1
1533861573235324,-4,-3,7,7,9,-1,-2,-3
1533861573258273,0,-2,-7,-15,-10,0,-1,-2
1533861573258273,2,-2,0,4,-3,1,-1,-1
1533861573259261,-4,-3,-2,-12,1,-2,0,-2
1533861573259261,0,-2,-6,0,5,0,1,-1
1533861573280206,1,-1,-4,-1,-1,-2,-2,0
1533861573280206,-2,-2,-1,1,0,-2,-3,-1
1533861573281201,-3,-1,1,-2,-9,-2,0,-4
1533861573281201,0,-4,0,10,4,-4,-3,-1
1533861573295168,-1,1,-2,2,1,1,-4,-1
1533861573295168,-1,1,11,8,2,1,3,0
1533861573295168,1,2,-8,-5,-4,3,2,1
1533861573295168,-2,-2,-7,-11,-18,-4,0,-1
1533861573317106,-4,-2,-5,-25,9,-6,-3,-4
1533861573317106,-2,-3,-4,-9,-12,-4,-4,-3
1533861573318122,0,2,2,5,2,1,-2,0
1533861573318122,0,1,3,9,-1,1,1,0
1533861573341043,-3,-3,-1,12,3,-3,-1,-3
1533861573341043,0,2,5,16,6,2,3,1
1533861573341043,-1,-2,4,3,-2,-4,-2,2
1533861573341043,-5,-5,-15,-47,-7,-2,0,-2
1533861573355023,3,0,-4,-1,-1,6,5,3
1533861573355023,0,0,-6,-8,0,-4,-8,-3
1533861573356010,-2,-1,5,28,3,-8,-6,-7
1533861573356010,4,7,24,62,15,13,8,5
1533861573376951,4,4,0,6,3,9,8,5
1533861573376951,-12,-17,-48,-96,-32,-19,-5,-7
1533861573377944,-2,-4,-7,59,-2,-1,-7,0
1533861573377944,-3,-6,-17,-10,-21,-15,-7,-7
1533861573401076,2,7,70,60,7,2,-3,-2
1533861573401076,3,7,8,17,42,5,-2,1
1533861573401076,1,0,-2,-48,-33,-2,1,2
1533861573401076,-2,-3,-6,-24,-10,-5,1,0
1533861573414852,-5,-5,-22,33,1,10,9,1
1533861573414852,1,0,9,2,-20,-2,0,-1
1533861573415841,0,1,5,-18,7,-2,-5,-1
1533861573415841,0,0,3,13,13,2,-5,-1
1533861573437797,0,0,-7,-18,-4,-5,-4,-4
1533861573437797,-3,-5,-9,-23,-8,-1,-2,0
1533861573437797,-1,-2,-4,17,12,1,4,0
1533861573437797,2,1,15,41,11,1,0,-1
