timestamp,roll,pitch,yaw
1533861131667393,-1.14272,-0.147142,2.91734
1533861131689334,-1.14352,-0.146445,2.9175
1533861131704322,-1.14474,-0.145592,2.91754
1533861131728242,-1.14674,-0.144718,2.91759
1533861131750172,-1.14811,-0.143847,2.91746
1533861131765132,-1.14918,-0.14301,2.9172
1533861131788070,-1.14969,-0.14221,2.917
1533861131842923,-1.14901,-0.141384,2.9172
1533861131842923,-1.14727,-0.140848,2.91715
1533861131865862,-1.14654,-0.140664,2.91702
1533861131866869,-1.14704,-0.140068,2.91696
1533861131880827,-1.14723,-0.139475,2.91702
1533861131899993,-1.14713,-0.138679,2.91709
1533861131923711,-1.14704,-0.137612,2.91713
1533861131951636,-1.14742,-0.136527,2.91733
1533861131963601,-1.1478,-0.135375,2.91763
1533861131982554,-1.14756,-0.134598,2.91787
1533861131997510,-1.14789,-0.133887,2.91813
1533861132019454,-1.14867,-0.133394,2.91842
1533861132042396,-1.14899,-0.133021,2.91862
1533861132064335,-1.14933,-0.132274,2.91871
1533861132079291,-1.14993,-0.131797,2.91868
1533861132102230,-1.15058,-0.131456,2.91893
1533861132117193,-1.15102,-0.131268,2.91909
1533861132147110,-1.15179,-0.130807,2.91909
1533861132162074,-1.15374,-0.130137,2.91877
1533861132177029,-1.15645,-0.129617,2.91887
1533861132199969,-1.15824,-0.129203,2.91902
1533861132222139,-1.15904,-0.128404,2.91865
1533861132236873,-1.16039,-0.127976,2.91804
1533861132266793,-1.16236,-0.127816,2.91765
1533861132282752,-1.16404,-0.12715,2.9175
1533861132296710,-1.16528,-0.1262,2.91699
1533861132319652,-1.16757,-0.125469,2.9162
1533861132342590,-1.17044,-0.124704,2.9158
1533861132358545,-1.17257,-0.12426,2.91564
1533861132379489,-1.1738,-0.123654,2.91507
1533861132402431,-1.17552,-0.122492,2.91412
1533861132418386,-1.17768,-0.121374,2.91408
1533861132442321,-1.17757,-0.121013,2.91461
1533861132462285,-1.1753,-0.121437,2.91477
1533861132478239,-1.17346,-0.122254,2.91444
1533861132499170,-1.17387,-0.122611,2.91421
1533861132522107,-1.17594,-0.12305,2.91405
1533861132539072,-1.17678,-0.123559,2.91391
1533861132567020,-1.17601,-0.123984,2.91376
1533861132581947,-1.1747,-0.123631,2.91355
1533861132599898,-1.17473,-0.12363,2.91358
1533861132619853,-1.17456,-0.123614,2.91355
1533861132641790,-1.17517,-0.123378,2.91337
1533861132658742,-1.17576,-0.123413,2.91324
1533861132679686,-1.17576,-0.123413,2.91324
1533861132701631,-1.17531,-0.123464,2.91327
1533861132718582,-1.17503,-0.12353,2.91334
1533861132739525,-1.17503,-0.12353,2.91334
1533861132762465,-1.17503,-0.12353,2.91334
1533861132780418,-1.17503,-0.12353,2.91334
1533861132799365,-1.17503,-0.12353,2.91334
1533861132822304,-1.17395,-0.123649,2.91356
1533861132840256,-1.17352,-0.123562,2.91382
1533861132859209,-1.1737,-0.123476,2.91378
1533861132882144,-1.17367,-0.123478,2.91375
1533861132905095,-1.17309,-0.123274,2.91392
1533861132920192,-1.17176,-0.123357,2.91417
1533861132943209,-1.17098,-0.123679,2.91438
1533861132959022,-1.17098,-0.123679,2.91438
1533861132988935,-1.17082,-0.123663,2.91435
1533861133009879,-1.17082,-0.123663,2.91435
1533861133018857,-1.17083,-0.123626,2.91464
1533861133041794,-1.17083,-0.123626,2.91464
1533861133062744,-1.17097,-0.123643,2.91464
1533861133086674,-1.17069,-0.123779,2.91461
1533861133101635,-1.16991,-0.124169,2.91472
1533861133122579,-1.16824,-0.124492,2.91494
1533861133139532,-1.16613,-0.125001,2.91546
1533861133161475,-1.16384,-0.125767,2.91599
1533861133190397,-1.16126,-0.126433,2.91658
1533861133199372,-1.15886,-0.127049,2.91733
1533861133229293,-1.156,-0.127721,2.91809
1533861133243261,-1.15359,-0.12841,2.91871
1533861133259240,-1.15146,-0.128897,2.91946
1533861133281154,-1.14969,-0.129179,2.91997
