acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,ori_x,ori_y,ori_z,ori_w,orie_x,orie_y,orie_z
0.310547,-0.87793,0.399902,0,0.375,-0.1875,-0.083252,0.54718,-0.818726,-0.152771,-1.15217,-0.308372,2.97388
0.304199,-0.877441,0.401367,-1.6875,0.5,-0.25,-0.0831299,0.547302,-0.818665,-0.152832,-1.15246,-0.308261,2.97369
0.310547,-0.900391,0.408691,-2.8125,-1.5,-1.5,-0.083374,0.547607,-0.81842,-0.152954,-1.15323,-0.308876,2.97387
0.324707,-0.910645,0.408203,-2.3125,-3.375,-1,-0.0839233,0.547974,-0.818115,-0.152832,-1.15423,-0.309743,2.97482
0.318359,-0.902344,0.409668,-0.6875,-3.875,0.375,-0.0844116,0.548035,-0.818115,-0.152466,-1.15452,-0.31018,2.97603
0.308105,-0.889648,0.413574,1.5625,-2.5625,-0.5625,-0.0848389,0.547729,-0.818298,-0.152283,-1.15385,-0.310638,2.97671
0.307617,-0.875488,0.395508,1.25,-1.375,-0.75,-0.085083,0.547485,-0.818481,-0.152283,-1.1533,-0.311013,2.97689
0.309082,-0.864746,0.379883,-1.8125,-1.0625,0.125,-0.0852661,0.547791,-0.818237,-0.152222,-1.15408,-0.311311,2.97731
0.316895,-0.873535,0.374512,-3.4375,-1.125,1.3125,-0.0853271,0.548401,-0.817871,-0.151978,-1.15565,-0.311264,2.97804
0.319824,-0.877441,0.369629,-1.8125,-1.0625,2.25,-0.0853271,0.548889,-0.817627,-0.151672,-1.15693,-0.311025,2.97877
0.31543,-0.871582,0.375977,0.4375,-0.3125,3.5625,-0.085144,0.548889,-0.817688,-0.151184,-1.15695,-0.310158,2.9794
0.316895,-0.869629,0.375488,0.5,0.875,4.5625,-0.0847168,0.54895,-0.81781,-0.150696,-1.15713,-0.308903,2.97981
0.30957,-0.881836,0.385742,-0.375,2.3125,5.5625,-0.0839233,0.549011,-0.817932,-0.150146,-1.15724,-0.306949,2.9799
0.300781,-0.890625,0.391113,-1.1875,2.375,6.3125,-0.0828857,0.549194,-0.818054,-0.149475,-1.15766,-0.304474,2.97999
0.299805,-0.88623,0.398926,-1.0625,1.1875,6.4375,-0.0820313,0.549316,-0.818237,-0.148682,-1.15797,-0.302166,2.98047
0.30957,-0.894531,0.413086,-0.5,0,7.3125,-0.0813599,0.549255,-0.818481,-0.147705,-1.15786,-0.299915,2.98138
0.299805,-0.901367,0.418457,1.625,-0.625,6.9375,-0.0808105,0.54895,-0.81897,-0.146667,-1.1572,-0.29777,2.98247
0.287109,-0.903809,0.416992,1.375,-1.5,6.1875,-0.0802612,0.548645,-0.819397,-0.145569,-1.15652,-0.295547,2.98365
0.280762,-0.911621,0.414551,-1.4375,-3.9375,5.625,-0.0800171,0.548889,-0.819458,-0.144287,-1.15727,-0.293743,2.98568
0.297363,-0.906738,0.426758,-2.75,-6.625,6.75,-0.0802002,0.549255,-0.819458,-0.142761,-1.15842,-0.292416,2.98866
0.304199,-0.904297,0.435547,1.75,-7.1875,7.3125,-0.0806274,0.54895,-0.819946,-0.141113,-1.15799,-0.291249,2.99188
0.285645,-0.916504,0.414551,1.625,-5.4375,6.0625,-0.0807495,0.548767,-0.820251,-0.139648,-1.15774,-0.289777,2.99448
0.274902,-0.919434,0.388672,-7.875,-8.375,6.1875,-0.0809326,0.550293,-0.819519,-0.137878,-1.16181,-0.288379,2.99829
0.3125,-0.886719,0.414063,1.75,-10.1875,9.125,-0.0817871,0.55011,-0.819946,-0.135803,-1.16181,-0.287479,3.00277
0.315918,-0.908203,0.375,-1.3125,-7.9375,11.6875,-0.0820313,0.550781,-0.819824,-0.133484,-1.16383,-0.285402,3.00727
0.297363,-0.907715,0.383301,0.25,-7.8125,13.4375,-0.0819702,0.551208,-0.820007,-0.13092,-1.16526,-0.282504,3.01178
0.28418,-0.908203,0.376953,0.5,-4.125,10,-0.081604,0.551453,-0.820129,-0.129089,-1.16604,-0.279864,3.01459
0.292969,-0.905762,0.35498,-0.125,-0.75,11,-0.0808716,0.551941,-0.820129,-0.127441,-1.16736,-0.276854,3.01677
0.291016,-0.908203,0.373047,-3.3125,0.0625,15.5,-0.0794678,0.552734,-0.820068,-0.125366,-1.16938,-0.272278,3.01903
0.228027,-0.932129,0.400391,-2.4375,-3,18.125,-0.0775757,0.553345,-0.820313,-0.122253,-1.17101,-0.265684,3.02244
0.230469,-0.926758,0.400391,3.1875,-5.9375,16,-0.0765991,0.553162,-0.820984,-0.11908,-1.17081,-0.260448,3.0267
0.243652,-0.96875,0.382813,0.9375,-6.4375,18.75,-0.0754395,0.553589,-0.821289,-0.115601,-1.17211,-0.254649,3.03148
0.217285,-0.999023,0.411133,7.25,-7.0625,28.1875,-0.0733643,0.553162,-0.822449,-0.110413,-1.17135,-0.245281,3.03785
0.177246,-0.994141,0.418945,15,-8.8125,31.25,-0.071106,0.551636,-0.824463,-0.10437,-1.16797,-0.234541,3.04516
0.187988,-0.972656,0.414551,15.3125,-13.375,37,-0.0692139,0.550171,-0.826477,-0.097168,-1.1649,-0.223173,3.05488
0.193359,-0.981934,0.416992,12.6875,-16.375,42.3125,-0.0673828,0.549194,-0.828186,-0.0891113,-1.1631,-0.211053,3.06626
0.186523,-0.997559,0.427246,18.125,-18.4375,46.5625,-0.0655518,0.547485,-0.830383,-0.0802002,-1.15957,-0.197974,3.07891
0.202148,-0.976563,0.455078,29.25,-21.75,47.125,-0.0645752,0.543823,-0.833679,-0.0709839,-1.15141,-0.185945,3.09261
0.205078,-0.974609,0.486328,31.5625,-24.75,47.9375,-0.0641479,0.539673,-0.837219,-0.0614014,-1.14222,-0.17457,3.1075
0.202148,-0.99707,0.491699,31.5625,-27.8125,48.3125,-0.0641479,0.535583,-0.840454,-0.0515137,-1.13322,-0.163737,3.12347
0.17334,-0.991699,0.498047,38.875,-28.9375,47.8125,-0.06427,0.530457,-0.844299,-0.0413818,-1.12184,-0.153025,3.13988
0.123047,-0.998047,0.482422,46.0625,-34.375,44.125,-0.0651855,0.524536,-0.848328,-0.0309448,-1.10872,-0.143553,-3.12555
0.150879,-0.890625,0.528809,47.9375,-43.125,39.125,-0.0682983,0.517395,-0.852783,-0.020752,-1.09318,-0.138403,-3.10597
0.166016,-0.82959,0.496094,43.1875,-55.375,21.125,-0.0750732,0.510864,-0.856323,-0.0123291,-1.07984,-0.141644,-3.08542
0.164063,-0.885254,0.46875,42,-69.0625,8.875,-0.0847778,0.504944,-0.859009,-0.0043335,-1.06887,-0.150595,-3.06246
0.189453,-0.917969,0.450684,48.4375,-73.3125,2.5625,-0.0958862,0.498291,-0.861694,0.00311279,-1.05696,-0.162866,-3.03914
0.193848,-0.906738,0.419922,53.625,-70.4375,1.125,-0.106628,0.491089,-0.864502,0.0102539,-1.04418,-0.175184,-3.01691
0.192383,-0.810547,0.466309,60.125,-66.4375,2.1875,-0.116516,0.482056,-0.868164,0.017334,-1.02735,-0.186681,-2.99612
0.196289,-0.743164,0.458496,51.625,-58.3125,-0.875,-0.125488,0.47406,-0.871216,0.0230103,-1.01292,-0.198132,-2.97864
0.200684,-0.680664,0.449219,37.3125,-55.375,-13.3125,-0.135071,0.467651,-0.873169,0.0262451,-1.00243,-0.212938,-2.96455
0.318359,-0.794922,0.486328,27.3125,-46.0625,-16.125,-0.144348,0.462952,-0.874146,0.0275879,-0.995791,-0.22881,-2.95376
0.274902,-0.855957,0.485352,28.0625,-30.75,-17,-0.150757,0.458679,-0.875305,0.0280762,-0.988948,-0.240471,-2.9474
0.29248,-0.880371,0.50293,29.0625,-14.6875,-7.0625,-0.153931,0.454651,-0.876831,0.0287476,-0.981284,-0.246284,-2.94403
0.266113,-0.851563,0.543457,31.0625,-4.1875,2.75,-0.154358,0.450256,-0.878967,0.0302734,-0.971662,-0.246581,-2.94208
0.233887,-0.812988,0.564453,29.375,-5.3125,5.9375,-0.154419,0.445923,-0.881042,0.0325317,-0.962136,-0.245546,-2.93913
0.271484,-0.791016,0.561523,22.875,-11.5,0.5625,-0.15625,0.442261,-0.882507,0.0339355,-0.95488,-0.248311,-2.93576
0.268555,-0.79248,0.541992,19.6875,-17.0625,-4.5625,-0.159363,0.439209,-0.883484,0.0350342,-0.949633,-0.253521,-2.93152
0.264648,-0.815918,0.556152,24.5625,-16.4375,-5.8125,-0.162292,0.435425,-0.884766,0.0360718,-0.942623,-0.258643,-2.92777
0.250488,-0.808105,0.569824,30.375,-14.125,-4.8125,-0.164551,0.430786,-0.886536,0.0373535,-0.933415,-0.262585,-2.9245
0.240723,-0.764648,0.581055,32.4375,-11.625,-5.5625,-0.166321,0.425537,-0.888733,0.0383911,-0.92261,-0.266085,-2.92243
0.250977,-0.733887,0.585938,27.0625,-12.5,-9.125,-0.168579,0.420837,-0.890503,0.0387573,-0.913165,-0.270921,-2.92092
0.265625,-0.768555,0.585938,20.5,-13.8125,-10,-0.171265,0.417358,-0.891602,0.0388794,-0.906673,-0.276454,-2.91909
0.276367,-0.807617,0.589355,20.5,-10.375,-6.75,-0.173218,0.414368,-0.892639,0.0392456,-0.901009,-0.280377,-2.91745
0.279785,-0.787109,0.587402,25.125,-1.3125,-4.25,-0.173584,0.410706,-0.894226,0.0395508,-0.892989,-0.281669,-2.91766
0.264648,-0.73291,0.612793,24.125,0.1875,-0.9375,-0.173279,0.406799,-0.896057,0.0401611,-0.884172,-0.281566,-2.91807
0.278809,-0.737305,0.591797,15.5625,-0.5,-0.6875,-0.173401,0.40448,-0.897034,0.0405273,-0.879079,-0.282032,-2.91798
0.28125,-0.774902,0.581055,11.6875,0.6875,0.875,-0.173279,0.403198,-0.897644,0.0410156,-0.876256,-0.281722,-2.91762
0.313965,-0.79541,0.617188,19.375,1,5.0625,-0.172913,0.400696,-0.898743,0.0422363,-0.870692,-0.280629,-2.91646
0.283203,-0.718262,0.623047,26.1875,0.5625,1.625,-0.172607,0.396606,-0.900635,0.0432129,-0.861621,-0.280291,-2.91626
0.287598,-0.6875,0.624512,19.125,-0.875,-0.75,-0.172852,0.393311,-0.901978,0.0435791,-0.854433,-0.281229,-2.91635
0.285156,-0.708984,0.620117,11.3125,-3.875,-5.6875,-0.173828,0.391296,-0.90271,0.0432739,-0.850375,-0.28376,-2.91666
0.279785,-0.720215,0.621582,12.25,-10.9375,-9.9375,-0.176147,0.389099,-0.903198,0.0428467,-0.846525,-0.288849,-2.91595
0.279785,-0.720703,0.619629,16.0625,-14.3125,-12.8125,-0.179077,0.386292,-0.90387,0.0423584,-0.841645,-0.295271,-2.91504
0.288574,-0.688965,0.604492,15.5625,-16.5,-15.9375,-0.182678,0.383301,-0.904419,0.0414429,-0.836583,-0.303294,-2.91435
0.294922,-0.72168,0.597168,12.6875,-15.25,-12.4375,-0.185852,0.381287,-0.904663,0.0409546,-0.833631,-0.309976,-2.91299
0.285156,-0.683105,0.581543,8.8125,-15.6875,-15.25,-0.18927,0.379639,-0.904724,0.039978,-0.831535,-0.317424,-2.91221
0.313965,-0.694824,0.614746,6.5625,-11,-10.3125,-0.191711,0.378296,-0.904785,0.0393066,-0.829661,-0.32275,-2.91165
0.285645,-0.708496,0.637695,2.8125,-8.375,-3,-0.192871,0.377869,-0.904724,0.0396729,-0.829434,-0.324683,-2.91003
0.329102,-0.728516,0.655762,2,-3.375,-1.5,-0.193481,0.377563,-0.904724,0.0397339,-0.8291,-0.325825,-2.90945
0.279785,-0.696777,0.635254,0.375,-1.25,3.4375,-0.193054,0.377686,-0.904724,0.0405273,-0.829338,-0.324367,-2.90831
0.296875,-0.714355,0.665527,1.625,-0.625,5.375,-0.192444,0.377563,-0.904846,0.041626,-0.829003,-0.322387,-2.90684
0.311035,-0.750488,0.672852,-3.5,1.6875,11.5,-0.191284,0.378662,-0.904541,0.043335,-0.831248,-0.318592,-2.9043
0.254395,-0.739746,0.673828,1.5,0.8125,16.5,-0.189331,0.379089,-0.904602,0.0462646,-0.831843,-0.312524,-2.90045
0.244141,-0.714355,0.675781,1.5,6.4375,17.8125,-0.186401,0.379456,-0.904968,0.0490112,-0.831763,-0.304881,-2.89794
0.215332,-0.725586,0.655762,-3.875,3.8125,26.4375,-0.183167,0.381104,-0.904663,0.0531616,-0.834636,-0.295155,-2.89259
0.20166,-0.754395,0.635254,5.25,-0.25,24.5625,-0.180664,0.381592,-0.904663,0.0577393,-0.835394,-0.286727,-2.88616
0.262695,-0.712402,0.641602,4.1875,6.3125,28.9375,-0.177612,0.381958,-0.904846,0.0620728,-0.835527,-0.277555,-2.88078
0.166016,-0.73584,0.654297,-4.8125,4.5625,39.25,-0.173279,0.384216,-0.904297,0.0682983,-0.839521,-0.263963,-2.87251
0.162598,-0.789551,0.67334,5.6875,5.125,45.4375,-0.168335,0.385193,-0.904175,0.0758057,-0.840509,-0.24856,-2.86276
0.178223,-0.763672,0.644043,16.75,11.5625,44,-0.162781,0.38446,-0.904907,0.0827637,-0.837284,-0.233069,-2.8551
0.145996,-0.762207,0.638672,9.375,19.875,54.125,-0.155151,0.385315,-0.905151,0.0905762,-0.83658,-0.21267,-2.84732
0.0942383,-0.779297,0.647461,-2.75,34.1875,69.8125,-0.144165,0.388794,-0.904541,0.0997314,-0.840093,-0.184298,-2.83951
0.0166016,-0.734863,0.649902,-0.125,37.375,76.4375,-0.131653,0.391663,-0.903992,0.109924,-0.841607,-0.15251,-2.83123
0.0185547,-0.720215,0.644531,-12.5625,37.4375,79.125,-0.119446,0.39624,-0.902405,0.120056,-0.846954,-0.120728,-2.8226
0.0170898,-0.749023,0.625,-23.125,37,85.125,-0.107483,0.40271,-0.899536,0.130737,-0.85649,-0.0881853,-2.81265
0.0288086,-0.789551,0.585449,-24.5,41.6875,89,-0.0950928,0.409851,-0.896118,0.141418,-0.867271,-0.0545347,-2.80331
0.0112305,-0.763184,0.569336,-21.25,50.1875,96.875,-0.0808716,0.416504,-0.892578,0.152588,-0.876213,-0.0172624,-2.79487
-0.00292969,-0.740723,0.586426,-24.0625,55.6875,99.1875,-0.0657959,0.423157,-0.888733,0.163513,-0.884896,0.0214351,-2.78784
-0.0244141,-0.724609,0.590332,-36.25,58.8125,101.313,-0.050293,0.431519,-0.883667,0.174377,-0.897321,0.0616488,-2.78162
-0.0800781,-0.676758,0.580566,-54.6875,57.1875,99.375,-0.0357056,0.441895,-0.877075,0.184875,-0.914715,0.100929,-2.7758
-0.145508,-0.794434,0.540527,-63.625,41.9375,94.375,-0.0239258,0.453857,-0.869019,0.195679,-0.936789,0.13646,-2.76777
-0.165039,-0.904297,0.542969,-52.0625,27.125,88.1875,-0.0148926,0.463806,-0.86145,0.206421,-0.955372,0.16659,-2.75762
-0.161621,-0.865723,0.54541,-42.1875,26.5,83.625,-0.00610352,0.471619,-0.854797,0.21637,-0.969394,0.194885,-2.74861
-0.135254,-0.776367,0.49707,-44,28.5,92.125,0.00323486,0.479309,-0.847717,0.227295,-0.983027,0.225274,-2.73863
-0.143555,-0.838379,0.560059,-50.25,25.1875,95.0625,0.0117188,0.487305,-0.839905,0.238647,-0.997581,0.255029,-2.72737
-0.151367,-0.884766,0.611328,-56.6875,10.125,79.875,0.0161743,0.494995,-0.832336,0.248901,-1.01267,0.276858,-2.71466
-0.148926,-0.904785,0.592773,-52,-2.625,65.9375,0.0174561,0.501587,-0.825562,0.257996,-1.02616,0.291758,-2.70099
-0.155273,-0.891113,0.573242,-45.875,-5.3125,60.3125,0.0181885,0.507019,-0.819519,0.266479,-1.03721,0.304726,-2.68765
-0.182129,-0.872559,0.562012,-45.125,0.125,55.5625,0.0195313,0.512512,-0.813599,0.273865,-1.04848,0.317823,-2.677
-0.198242,-0.898926,0.532227,-45,-3.375,45.125,0.0194702,0.518066,-0.807983,0.279968,-1.06055,0.327363,-2.66754
-0.181641,-0.906738,0.544922,-34.625,-9.4375,33.1875,0.0177002,0.521667,-0.804016,0.284729,-1.06863,0.331572,-2.65826
-0.171875,-0.869629,0.501953,-32.9375,-11.375,23.8125,0.0150146,0.525024,-0.800598,0.288391,-1.07663,0.332986,-2.65012
-0.157715,-0.901367,0.48877,-45.4375,-14.5625,19.0625,0.0105591,0.530151,-0.796143,0.291504,-1.0895,0.331959,-2.64193
-0.166504,-0.916016,0.459473,-45.9375,-12.0625,12.375,0.00585938,0.535583,-0.791809,0.293396,-1.10349,0.329484,-2.63582
-0.163574,-0.891113,0.435059,-35.8125,-11.8125,5.6875,0.00128174,0.539673,-0.788696,0.294373,-1.11447,0.325467,-2.63104
-0.201172,-0.849609,0.424805,-34.6875,-7,1.8125,-0.00238037,0.543762,-0.785828,0.294739,-1.12542,0.322348,-2.62832
-0.25293,-0.843262,0.36377,-43.5625,-5.5625,1.6875,-0.0057373,0.549561,-0.781616,0.295105,-1.14046,0.320865,-2.62639
-0.222168,-0.925781,0.321289,-44.9375,-1.75,5.625,-0.0088501,0.556213,-0.776855,0.295105,-1.15768,0.319964,-2.62565
-0.327637,-2.21582,0.149414,21.6875,-68.125,26.1875,-0.019104,0.556885,-0.773987,0.300781,-1.16141,0.310388,-2.60489
-0.594727,-0.672363,0.431152,58.625,-45.125,-69.0625,-0.0251465,0.545837,-0.782593,0.29834,-1.13685,0.290395,-2.59944
0.0859375,-0.772949,0.486328,-38.5625,-26.5,-11.6875,-0.0349731,0.547791,-0.781128,0.297546,-1.14516,0.274795,-2.59148
-0.168945,-1.25098,0.313477,-44.375,-13.8125,16.0625,-0.0397949,0.554932,-0.775269,0.299011,-1.16402,0.273557,-2.58603
-0.314453,-0.975098,0.401855,4.1875,-3,38.5625,-0.0362549,0.554626,-0.773499,0.304504,-1.16114,0.285551,-2.57955
-0.35498,-0.834961,0.393555,4.9375,0.1875,36.4375,-0.0317383,0.554077,-0.771973,0.309875,-1.15732,0.298815,-2.57419
-0.253418,-0.952637,0.436035,-13.5625,-0.375,28.25,-0.0304565,0.555725,-0.76947,0.313293,-1.16033,0.306097,-2.56979
-0.252441,-0.917969,0.40332,1.6875,8.875,30.0625,-0.0269775,0.555969,-0.768311,0.31604,-1.15924,0.315154,-2.56839
-0.312012,-0.861328,0.421875,1.8125,12.875,28.9375,-0.0223999,0.556091,-0.767212,0.318787,-1.15745,0.325917,-2.568
-0.374512,-0.849609,0.367676,-7.8125,16.125,29.6875,-0.017334,0.558228,-0.764709,0.321411,-1.16056,0.338773,-2.56912
-0.456543,-0.804688,0.397461,1.0625,13.4375,29.9375,-0.0112915,0.558716,-0.763,0.324951,-1.15917,0.353176,-2.56892
-0.364258,-0.818848,0.416016,-7,13.8125,19.125,-0.00769043,0.559937,-0.761475,0.326416,-1.16079,0.361665,-2.57029
-0.339844,-0.914551,0.38623,-1.8125,16.25,17.5625,-0.0043335,0.561096,-0.760437,0.326904,-1.16259,0.368545,-2.57329
-0.434082,-0.807129,0.385742,11.8125,18.625,12.75,0.000854492,0.560425,-0.760803,0.327332,-1.15936,0.377061,-2.57753
-0.419922,-0.81543,0.359863,3.5,13.8125,10.6875,0.00445557,0.560791,-0.760315,0.327698,-1.15919,0.383658,-2.58061
-0.433594,-0.818359,0.406738,-4.1875,11.5,10.75,0.00744629,0.561584,-0.759399,0.328491,-1.16025,0.390078,-2.58256
-0.386719,-0.84082,0.419434,-13.25,18.6875,8.6875,0.0100098,0.563843,-0.757874,0.328003,-1.16541,0.395269,-2.58711
-0.351074,-0.866699,0.445801,-12.75,32.6875,6.375,0.0137939,0.566589,-0.756836,0.325623,-1.17203,0.400488,-2.59683
-0.394531,-0.820313,0.39502,-16.3125,44.125,1.625,0.0189819,0.570679,-0.75531,0.321716,-1.18222,0.407013,-2.61151
-0.425293,-0.825195,0.361816,-28.5625,40.0625,6.375,0.0236206,0.576294,-0.752075,0.318909,-1.19643,0.414901,-2.62443
-0.455078,-0.807129,0.339844,-34.6875,35.625,5.3125,0.0274658,0.58252,-0.748108,0.31665,-1.21252,0.422459,-2.63598
-0.467773,-0.827148,0.258789,-28,17.8125,-7.375,0.0281372,0.587585,-0.745117,0.31427,-1.22623,0.423827,-2.64378
-0.440918,-0.91748,0.288086,-11.0625,0.75,-13.625,0.0263062,0.589478,-0.744446,0.312439,-1.23183,0.419735,-2.64612
-0.419434,-0.958008,0.314941,0.0625,-0.25,-9.0625,0.0251465,0.589661,-0.744934,0.311096,-1.23275,0.416265,-2.64742
