timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1533862083601808,6,0,1,2,-4,-2,1,0
1533862083601808,4,1,1,5,-2,1,-3,3
1533862083602806,-10,-2,-3,-10,1,-3,1,-1
1533862083602806,-1,-2,-1,-3,-5,0,-1,0
1533862083603803,7,1,0,-6,-1,3,-2,-2
1533862083603803,-8,-3,-3,11,0,-5,-1,-1
1533862083603803,-2,-2,-1,-4,-1,0,-1,-4
1533862083603803,5,0,1,0,-4,1,0,-1
1533862083616779,-6,-1,-4,-3,2,-4,-1,1
1533862083616779,-4,-2,-2,0,7,-4,1,-1
1533862083623751,5,0,0,3,-2,1,-2,0
1533862083623751,-2,-1,-3,-4,-5,-3,-3,-2
1533862083631737,-7,-3,-3,-4,6,-2,-1,-2
1533862083631737,3,1,3,-20,-6,4,1,-1
1533862083644694,2,-2,0,21,-1,0,-1,0
1533862083644694,-7,-3,-3,6,-1,0,-2,-2
1533862083656662,-2,-2,0,7,6,2,1,-2
1533862083656662,4,0,-1,-5,1,0,-2,-1
1533862083668630,-2,1,-2,-12,-12,-4,-1,-2
1533862083668630,0,1,-1,-5,5,1,1,0
1533862083676610,1,0,1,0,-5,0,0,-2
1533862083676610,1,0,0,-8,-3,-3,-1,0
1533862083689573,-2,-3,-4,7,5,-3,-3,-2
1533862083689573,1,-3,-2,6,-1,-2,-4,-3
1533862083730464,-8,-1,-1,2,3,-1,0,-1
1533862083730464,5,1,3,0,-7,-1,1,-1
1533862083731478,1,0,-3,-1,-1,-2,-2,0
1533862083731478,-7,-1,-2,4,5,-3,-1,-3
1533862083732459,1,-3,1,5,6,4,1,-3
1533862083732459,0,-2,-3,-13,-19,-3,-4,-1
1533862083735454,-9,-3,-1,1,3,-4,-1,-1
1533862083735454,-2,-1,1,-5,-3,2,2,0
1533862083742433,7,0,1,0,0,2,0,-1
1533862083742433,-6,0,0,0,8,-2,-2,-2
1533862083750411,-1,-1,-1,0,3,1,1,-2
1533862083750411,3,-3,-1,-7,-6,0,-1,1
1533862083757393,-3,0,-2,2,-2,-5,-4,-1
1533862083757393,-5,-3,-2,1,2,-3,-2,-2
1533862083773350,1,1,1,-2,-4,0,-3,-2
1533862083773350,1,2,0,2,1,0,-2,-2
1533862083779342,-6,-2,-4,-4,-1,-2,-1,0
1533862083779342,-2,-1,0,-1,0,-1,0,-4
1533862083803269,3,3,0,-4,-4,2,-1,-2
1533862083803269,-6,-5,-4,2,1,-5,-4,-4
1533862083803269,-3,-3,1,-5,-9,0,0,0
1533862083803269,2,1,-3,2,1,2,2,1
1533862083817257,-1,-1,-1,-1,-3,-1,0,1
1533862083817257,-2,-1,-1,-3,2,-2,-3,-1
1533862083825217,0,1,-1,-1,1,-2,-2,-3
1533862083825217,0,2,-2,-2,3,0,1,-1
1533862083840171,-3,-4,-3,4,-7,-6,-1,0
1533862083840171,2,-1,0,-10,-3,1,0,-1
1533862083847179,-2,-5,-4,-3,-11,-6,-3,-1
1533862083847179,-3,-2,-2,1,3,-1,-2,0
1533862083863109,-2,-2,-1,0,0,2,2,0
